time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
7.0,0.0,8.37,0.35,5.037,-0.02,0.026000000000000002,0.013000000000000001,-7.2,-30.8,16.0,4.624,3.03,11.481,0.0
7.02,0.019999999999999574,8.357000000000001,0.335,5.046,-0.025,0.036000000000000004,0.011000000000000001,-7.8,-32.6,15.2,7.497000000000001,2.4859999999999998,10.681,0.0
7.04,0.040000000000000036,8.302999999999999,0.337,5.013,-0.011000000000000001,0.039,0.003,-7.9,-30.8,15.1,5.547999999999999,4.113,12.623,0.0
7.06,0.05999999999999961,8.337,0.354,5.1,-0.011000000000000001,0.016,0.005,-7.4,-31.9,15.3,3.603,3.1239999999999997,11.929,0.0
7.08,0.08000000000000007,8.312999999999999,0.366,5.034,-0.026000000000000002,0.013000000000000001,0.019,-8.3,-31.9,15.7,6.571000000000001,4.08,11.283,0.0
7.1,0.09999999999999964,8.287,0.38799999999999996,5.104,-0.031,0.033,0.017,-7.1,-31.3,15.1,4.7780000000000005,0.008,11.491,0.0
7.12,0.1200000000000001,8.29,0.368,5.13,-0.024,0.043,0.017,-6.7,-32.5,14.8,5.042,2.688,12.05,0.0
7.14,0.13999999999999968,8.279,0.391,5.031000000000001,-0.023,0.025,0.01,-7.1,-31.1,14.1,4.855,3.491,11.224,0.0
7.16,0.16000000000000014,8.323,0.32799999999999996,5.01,-0.01,0.015,0.001,-7.6,-31.7,14.8,4.305,5.075,10.534,0.0
7.18,0.17999999999999972,8.272,0.409,5.115,-0.006,-0.006,-0.003,-6.8,-30.3,15.6,5.399,4.374,9.602,0.0
7.2,0.20000000000000018,8.336,0.37799999999999995,5.038,-0.011000000000000001,0.001,-0.006999999999999999,-7.3,-32.4,15.0,4.143,2.885,12.099,0.0
7.22,0.21999999999999975,8.386000000000001,0.37200000000000005,5.067,-0.006999999999999999,0.02,-0.011000000000000001,-6.8,-30.9,14.4,5.06,3.45,11.872,0.0
7.24,0.2400000000000002,8.232999999999999,0.37,5.109,-0.009000000000000001,0.023,0.0,-7.1,-31.6,14.9,6.757999999999999,4.601,9.689,0.0
7.26,0.2599999999999998,8.349,0.39899999999999997,5.0680000000000005,-0.023,0.013000000000000001,0.011000000000000001,-7.7,-31.9,14.7,5.9510000000000005,4.104,11.892000000000001,0.0
7.28,0.28000000000000025,8.299,0.45,5.081,-0.046,0.008,0.018000000000000002,-8.1,-31.5,16.6,4.784,2.5869999999999997,12.349,0.0
7.3,0.2999999999999998,8.341000000000001,0.429,5.0680000000000005,-0.033,0.012,0.012,-7.9,-30.2,15.8,6.23,1.29,12.282,0.0
7.32,0.3200000000000003,8.363,0.406,5.121,-0.012,0.027999999999999997,0.005,-7.6,-32.8,15.0,5.712000000000001,3.4610000000000003,10.58,0.0
7.34,0.33999999999999986,8.332,0.42100000000000004,5.088,-0.008,0.032,0.001,-7.2,-32.0,15.5,4.425,3.927,9.946,0.0
7.36,0.3600000000000003,8.335,0.4,5.075,-0.013000000000000001,0.028999999999999998,0.003,-8.2,-30.8,15.9,5.81,2.6189999999999998,11.049000000000001,0.0
7.38,0.3799999999999999,8.315,0.342,5.088,-0.027000000000000003,0.024,0.006999999999999999,-8.5,-32.8,16.1,5.2620000000000005,4.6610000000000005,11.822000000000001,0.0
7.4,0.40000000000000036,8.289,0.348,5.07,-0.033,0.040999999999999995,0.013999999999999999,-6.6,-31.1,16.1,3.827,4.296,15.242,0.0
7.42,0.41999999999999993,8.286,0.342,5.157,-0.033,0.031,0.018000000000000002,-7.9,-32.5,15.1,4.173,1.619,12.437999999999999,0.0
7.44,0.4400000000000004,8.332,0.41200000000000003,5.112,-0.033,0.022000000000000002,0.018000000000000002,-6.8,-32.3,14.8,4.045,2.786,10.954,0.0
7.46,0.45999999999999996,8.238999999999999,0.396,5.124,-0.021,0.018000000000000002,0.004,-7.2,-31.5,14.7,4.9910000000000005,3.168,12.347000000000001,0.0
7.48,0.4800000000000004,8.298,0.409,5.1370000000000005,-0.001,0.026000000000000002,-0.015,-7.6,-32.2,16.6,5.702999999999999,3.7889999999999997,9.868,0.0
7.5,0.5,8.298,0.354,5.135,0.01,0.027999999999999997,-0.017,-6.7,-31.6,15.8,6.053999999999999,3.679,11.645999999999999,0.0
7.52,0.5199999999999996,8.306000000000001,0.342,5.132000000000001,-0.004,0.017,-0.006999999999999999,-7.5,-31.1,16.4,3.827,3.133,11.99,0.0
