time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
5.34,0.0,9.565,-0.361,1.662,-0.01,0.017,0.008,-17.5,-30.5,18.0,7.026,2.064,8.182,0.0
5.36,0.020000000000000462,9.57,-0.355,1.725,-0.006999999999999999,0.022000000000000002,-0.002,-17.6,-30.7,18.1,7.045,3.26,7.303999999999999,0.0
5.38,0.040000000000000036,9.597000000000001,-0.34,1.692,0.0,0.012,-0.001,-17.3,-29.9,17.8,7.369,1.8619999999999999,7.537999999999999,0.0
5.4,0.0600000000000005,9.639,-0.306,1.686,-0.016,-0.001,0.006999999999999999,-18.3,-29.6,17.2,6.888999999999999,0.115,7.347,0.0
5.42,0.08000000000000007,9.549,-0.309,1.655,-0.006999999999999999,0.005,0.004,-16.4,-29.3,17.8,5.807,3.017,9.647,0.0
5.44,0.10000000000000053,9.571,-0.4,1.66,-0.018000000000000002,0.013999999999999999,0.004,-17.3,-29.6,18.8,6.507000000000001,2.398,6.409,0.0
5.46,0.1200000000000001,9.584,-0.368,1.7080000000000002,-0.024,0.024,0.013000000000000001,-18.0,-29.7,17.8,5.308,3.364,8.281,0.0
5.48,0.14000000000000057,9.542,-0.34,1.6769999999999998,-0.017,0.013000000000000001,0.011000000000000001,-17.2,-30.8,18.0,6.615,3.3080000000000003,7.859,0.0
5.5,0.16000000000000014,9.532,-0.27699999999999997,1.735,-0.026000000000000002,0.013000000000000001,0.006999999999999999,-17.8,-30.1,17.3,7.257999999999999,1.205,7.9670000000000005,0.0
5.52,0.17999999999999972,9.488999999999999,-0.342,1.734,-0.016,0.01,0.004,-17.3,-29.3,18.6,6.763,2.175,6.979,0.0
5.54,0.20000000000000018,9.482000000000001,-0.37,1.651,-0.022000000000000002,0.011000000000000001,0.002,-18.3,-28.0,17.8,5.377000000000001,3.679,7.472,0.0
5.56,0.21999999999999975,9.539,-0.397,1.671,-0.013000000000000001,0.019,0.002,-17.9,-29.2,18.3,8.463,2.7969999999999997,9.899,0.0
5.58,0.2400000000000002,9.541,-0.32299999999999995,1.729,-0.032,0.031,0.006999999999999999,-17.1,-29.6,18.2,7.257000000000001,4.107,9.287,0.0
5.6,0.2599999999999998,9.593,-0.363,1.705,-0.024,0.023,0.01,-17.5,-30.3,16.2,7.3,3.028,8.355,0.0
5.62,0.28000000000000025,9.525,-0.355,1.699,-0.03,0.02,0.008,-17.6,-30.5,17.7,7.341,2.128,7.439,0.0
5.64,0.2999999999999998,9.545,-0.364,1.7209999999999999,-0.036000000000000004,0.017,0.005,-18.2,-30.3,18.2,6.664,1.435,5.295,0.0
5.66,0.3200000000000003,9.519,-0.272,1.6369999999999998,-0.025,0.013999999999999999,0.013000000000000001,-16.4,-30.4,18.5,7.422999999999999,5.162999999999999,7.522,0.0
5.68,0.33999999999999986,9.562000000000001,-0.26,1.653,-0.031,0.013000000000000001,0.008,-17.3,-29.5,18.7,8.611,5.023,9.089,0.0
5.7,0.3600000000000003,9.552,-0.364,1.6380000000000001,-0.027999999999999997,0.019,0.013000000000000001,-16.6,-29.6,18.2,6.565,3.975,7.885,0.0
