time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
6.92,0.0,3.543,8.555,2.623,-0.003,0.022000000000000002,0.018000000000000002,-81.5,-7.4,41.1,0.88,11.577,-0.478,0.0
6.94,0.020000000000000462,3.5389999999999997,8.661,2.6289999999999996,-0.002,0.025,0.013999999999999999,-82.3,-8.0,39.6,-0.324,10.029,0.13699999999999998,0.0
6.96,0.040000000000000036,3.5039999999999996,8.594,2.6289999999999996,0.002,0.03,0.005,-83.5,-7.6,40.0,-1.051,8.892000000000001,-1.153,0.0
6.98,0.0600000000000005,3.5410000000000004,8.588,2.6189999999999998,0.003,0.027999999999999997,0.006,-81.2,-6.8,40.3,-0.6829999999999999,9.294,-1.367,0.0
7.0,0.08000000000000007,3.4760000000000004,8.611,2.67,-0.002,0.02,0.008,-82.1,-8.4,40.0,-1.724,9.823,-1.8019999999999998,0.0
7.02,0.09999999999999964,3.505,8.642999999999999,2.6910000000000003,0.001,0.03,-0.001,-81.9,-7.8,40.2,0.0,10.404000000000002,0.358,0.0
7.04,0.1200000000000001,3.609,8.67,2.623,-0.002,0.031,-0.011000000000000001,-82.1,-7.1,39.9,0.129,10.046,1.0490000000000002,0.0
7.06,0.13999999999999968,3.594,8.645,2.638,-0.008,0.036000000000000004,-0.012,-82.5,-6.7,40.0,0.17300000000000001,9.771,-0.408,0.0
7.08,0.16000000000000014,3.568,8.573,2.6710000000000003,-0.001,0.031,-0.004,-82.3,-7.0,40.1,0.0,11.043,0.0,0.0
7.1,0.17999999999999972,3.582,8.662,2.705,-0.013000000000000001,0.032,-0.001,-81.4,-8.0,40.2,-1.575,8.132,-0.085,0.0
7.12,0.20000000000000018,3.554,8.588,2.707,-0.016,0.033,0.001,-82.5,-8.3,40.1,-0.63,10.198,-1.272,0.0
7.14,0.21999999999999975,3.545,8.591000000000001,2.5839999999999996,-0.022000000000000002,0.031,0.006,-82.8,-7.7,40.5,0.0,10.591,-0.134,0.0
7.16,0.2400000000000002,3.5460000000000003,8.56,2.656,-0.013000000000000001,0.027999999999999997,-0.005,-82.3,-7.3,39.3,0.0,10.28,0.0,0.0
7.18,0.2599999999999998,3.6,8.646,2.615,-0.018000000000000002,0.03,-0.001,-82.3,-8.3,39.0,-0.1,10.375,-0.857,0.0
7.2,0.28000000000000025,3.554,8.622,2.595,-0.022000000000000002,0.024,0.006,-82.2,-7.3,39.8,-0.594,8.924,-1.469,0.0
7.22,0.2999999999999998,3.5439999999999996,8.611,2.543,-0.022000000000000002,0.015,0.005,-82.4,-7.9,41.0,-0.892,9.6,0.794,0.0
7.24,0.3200000000000003,3.583,8.603,2.611,-0.018000000000000002,0.013999999999999999,0.01,-82.2,-7.1,40.7,0.215,10.692,-1.22,0.0
7.26,0.33999999999999986,3.5989999999999998,8.649,2.582,-0.021,0.023,0.006999999999999999,-82.5,-8.5,41.1,0.0,10.524000000000001,1.39,0.0
7.28,0.3600000000000003,3.5839999999999996,8.549,2.5780000000000003,-0.01,0.028999999999999998,0.01,-82.6,-7.4,40.1,0.0,11.015,-0.711,0.0
7.3,0.3799999999999999,3.535,8.543,2.544,-0.012,0.031,0.012,-82.6,-7.8,39.3,-1.913,8.139,-0.943,0.0
7.32,0.40000000000000036,3.639,8.44,2.549,-0.008,0.024,0.02,-82.7,-7.8,40.1,0.25,10.546,0.685,0.0
7.34,0.41999999999999993,3.634,8.562000000000001,2.502,-0.006999999999999999,0.025,0.022000000000000002,-82.3,-7.8,38.9,-0.917,8.132,-0.45799999999999996,0.0
7.36,0.4400000000000004,3.557,8.537,2.605,-0.004,0.024,0.023,-81.8,-7.3,39.9,0.0,10.524000000000001,-1.585,0.0
7.38,0.45999999999999996,3.583,8.529,2.5839999999999996,0.0,0.027000000000000003,0.031,-81.9,-7.2,40.7,0.0,9.488999999999999,-1.795,0.0
7.4,0.4800000000000004,3.577,8.655,2.5810000000000004,0.0,0.023,0.037000000000000005,-82.7,-7.4,39.7,-1.153,9.561,-0.28800000000000003,0.0
7.42,0.5,3.602,8.587,2.637,0.008,0.016,0.042,-82.9,-8.0,39.8,0.722,10.944,-0.8390000000000001,0.0
7.44,0.5200000000000005,3.55,8.565,2.5989999999999998,0.0,0.017,0.043,-82.3,-8.2,40.3,-0.9229999999999999,10.217,-0.6829999999999999,0.0
7.46,0.54,3.556,8.535,2.6189999999999998,0.008,0.015,0.044000000000000004,-82.4,-8.0,40.5,0.0,9.802,0.0,0.0
7.48,0.5600000000000005,3.505,8.633,2.5989999999999998,0.009000000000000001,0.017,0.032,-83.7,-8.4,41.2,0.0,10.675999999999998,0.0,0.0
7.5,0.5800000000000001,3.4389999999999996,8.562999999999999,2.623,0.006999999999999999,0.02,0.039,-83.2,-6.8,39.7,0.948,10.515,0.85,0.0
7.52,0.5999999999999996,3.502,8.59,2.5860000000000003,0.004,0.025,0.032,-82.2,-7.7,39.7,-0.396,8.314,-0.61,0.0
7.54,0.6200000000000001,3.492,8.579,2.694,0.01,0.021,0.035,-82.5,-7.3,40.4,0.11699999999999999,11.13,-0.35100000000000003,0.0
7.56,0.6399999999999997,3.4789999999999996,8.559,2.6639999999999997,0.009000000000000001,0.018000000000000002,0.031,-82.4,-6.0,40.4,-0.451,10.75,-0.816,0.0
7.58,0.6600000000000001,3.528,8.512,2.6210000000000004,0.004,0.022000000000000002,0.031,-82.9,-7.8,40.5,-0.066,10.866,0.618,0.0
7.6,0.6799999999999997,3.406,8.543,2.648,0.001,0.022000000000000002,0.023,-81.5,-7.1,40.2,-0.187,7.841,-0.28,0.0
7.62,0.7000000000000002,3.4560000000000004,8.568999999999999,2.614,-0.0,0.013000000000000001,0.021,-82.4,-7.9,39.4,-1.781,8.755,0.156,0.0
7.64,0.7199999999999998,3.5180000000000002,8.527999999999999,2.645,-0.003,0.012,0.025,-82.7,-7.3,39.6,0.14800000000000002,10.267999999999999,0.0,0.0
7.66,0.7400000000000002,3.477,8.577,2.65,-0.006,0.012,0.015,-82.9,-8.3,40.3,-0.35,10.046,-1.214,0.0
7.68,0.7599999999999998,3.457,8.61,2.638,-0.003,0.012,0.019,-82.8,-8.0,40.4,0.0,9.404,0.0,0.0
7.7,0.7800000000000002,3.468,8.565,2.552,-0.003,0.005,0.021,-82.5,-7.0,40.3,-0.852,9.777000000000001,-0.9570000000000001,0.0
7.72,0.7999999999999998,3.472,8.611,2.594,-0.002,0.005,0.017,-82.2,-8.1,39.3,0.0,9.195,-0.5489999999999999,0.0
7.74,0.8200000000000003,3.4939999999999998,8.617,2.622,-0.005,0.006999999999999999,0.006,-82.9,-8.0,40.4,-0.42700000000000005,10.575,-0.214,0.0
7.76,0.8399999999999999,3.528,8.622,2.6010000000000004,0.003,0.008,0.005,-81.9,-7.5,40.6,-0.032,11.434000000000001,-0.494,0.0
7.78,0.8600000000000003,3.533,8.595,2.5669999999999997,0.003,0.005,0.006999999999999999,-82.1,-6.9,40.2,0.268,9.59,-1.412,0.0
7.8,0.8799999999999999,3.597,8.589,2.54,0.001,-0.001,0.013000000000000001,-82.3,-8.5,38.7,0.005,10.524000000000001,-0.45899999999999996,0.0
7.82,0.9000000000000004,3.511,8.536,2.623,-0.003,-0.004,0.015,-82.0,-7.7,40.0,0.447,9.505,0.255,0.0
7.84,0.9199999999999999,3.4989999999999997,8.519,2.565,0.005,-0.005,0.018000000000000002,-81.3,-7.8,39.9,0.026000000000000002,8.158999999999999,-1.3559999999999999,0.0
7.86,0.9400000000000004,3.487,8.511000000000001,2.526,0.003,-0.01,0.02,-82.9,-7.9,41.5,0.276,10.45,-0.755,0.0
7.88,0.96,3.543,8.616,2.553,0.011000000000000001,-0.006999999999999999,0.009000000000000001,-82.4,-7.7,41.2,-0.38299999999999995,9.232000000000001,-2.201,0.0
7.9,0.9800000000000004,3.534,8.693,2.576,0.012,-0.004,0.003,-81.4,-7.7,40.0,0.0,10.11,-1.733,0.0
7.92,1.0,3.532,8.624,2.5610000000000004,0.015,0.008,0.006,-83.2,-7.3,40.6,-0.8190000000000001,9.227,-1.228,1.0
7.94,1.0200000000000005,3.4560000000000004,8.578,2.5860000000000003,0.018000000000000002,-0.004,0.009000000000000001,-82.7,-7.0,40.0,0.637,11.003,-0.638,1.0
7.96,1.04,3.654,8.564,2.6,0.02,-0.013000000000000001,-0.005,-82.7,-6.4,40.6,0.866,11.714,-0.569,1.0
7.98,1.0600000000000005,3.81,8.537,2.615,0.026000000000000002,-0.006,-0.012,-82.1,-6.6,40.6,0.34,9.089,-0.138,1.0
