time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
3.96,0.019999999999999574,1.371,-9.482999999999999,2.378,-0.009000000000000001,0.005,-0.01,56.4,-4.2,16.9,3.017,-6.551,11.850999999999999,0.0
3.98,0.03999999999999959,1.35,-9.504,2.4130000000000003,-0.013000000000000001,0.0,-0.006,55.4,-6.6,16.4,0.948,-6.697,10.98,0.0
4.0,0.05999999999999961,1.439,-9.509,2.465,-0.015,-0.001,-0.006,56.8,-3.7,16.3,1.645,-6.422000000000001,12.706,0.0
4.02,0.07999999999999918,1.3159999999999998,-9.529,2.444,-0.021,-0.006,-0.011000000000000001,57.4,-4.4,15.4,0.758,-6.138,9.649,0.0
4.04,0.09999999999999964,1.436,-9.591000000000001,2.47,-0.016,-0.004,-0.013999999999999999,56.3,-2.0,15.9,0.535,-5.937,12.747,0.0
4.06,0.11999999999999922,1.4040000000000001,-9.612,2.502,-0.017,-0.013000000000000001,-0.024,56.7,-4.0,17.5,1.742,-5.862,12.794,0.0
4.08,0.13999999999999968,1.33,-9.523,2.476,-0.015,-0.009000000000000001,-0.022000000000000002,57.0,-4.2,16.5,2.369,-4.579,11.003,0.0
4.1,0.15999999999999925,1.368,-9.602,2.542,-0.013999999999999999,-0.006,-0.027999999999999997,57.9,-2.9,15.5,0.10800000000000001,-6.48,10.154,0.0
4.12,0.17999999999999972,1.3230000000000002,-9.535,2.544,-0.01,-0.008,-0.027999999999999997,57.3,-4.7,17.4,1.8459999999999999,-7.553,11.857999999999999,0.0
4.14,0.1999999999999993,1.296,-9.546,2.5869999999999997,-0.009000000000000001,-0.005,-0.022000000000000002,55.0,-3.4,16.6,1.787,-4.96,11.354000000000001,0.0
4.16,0.21999999999999975,1.306,-9.491,2.504,-0.006,0.002,-0.02,56.9,-4.3,16.6,1.272,-7.021,11.962,0.0
4.18,0.23999999999999932,1.2690000000000001,-9.527000000000001,2.498,-0.001,-0.0,-0.019,56.6,-4.0,16.5,1.03,-5.777,10.93,0.0
4.2,0.2599999999999998,1.331,-9.521,2.574,0.001,-0.009000000000000001,-0.011000000000000001,56.3,-3.7,16.3,3.562,-3.366,13.023,0.0
4.22,0.27999999999999936,1.2930000000000001,-9.615,2.49,0.009000000000000001,-0.011000000000000001,-0.009000000000000001,57.5,-4.1,15.6,1.489,-6.643,11.32,0.0
4.24,0.2999999999999998,1.2329999999999999,-9.502,2.479,0.003,-0.015,-0.011000000000000001,56.0,-4.0,15.6,1.0270000000000001,-5.74,11.341,0.0
4.26,0.3199999999999994,1.295,-9.597999999999999,2.5,0.005,-0.015,-0.002,56.6,-3.6,16.2,2.464,-6.769,11.265,0.0
4.28,0.33999999999999986,1.349,-9.453,2.451,0.006,-0.006,-0.002,55.5,-4.1,15.9,1.2209999999999999,-6.105,9.946,0.0
4.3,0.35999999999999943,1.3730000000000002,-9.458,2.436,-0.002,0.004,-0.001,56.6,-3.6,16.1,2.148,-6.097,10.534,0.0
4.32,0.3799999999999999,1.359,-9.515,2.403,-0.0,0.01,-0.002,57.7,-4.2,16.2,1.974,-7.614,10.504000000000001,0.0
4.34,0.39999999999999947,1.339,-9.482999999999999,2.388,-0.0,0.013999999999999999,0.004,56.0,-3.5,16.0,0.6409999999999999,-6.697,10.849,0.0
4.36,0.41999999999999993,1.3619999999999999,-9.606,2.43,-0.002,0.002,0.004,56.8,-4.2,16.0,2.218,-7.132000000000001,10.959000000000001,0.0
4.38,0.4399999999999995,1.3780000000000001,-9.55,2.437,-0.003,-0.006999999999999999,0.009000000000000001,55.8,-3.6,14.6,1.339,-7.144,10.492,0.0
4.4,0.45999999999999996,1.3659999999999999,-9.62,2.3369999999999997,-0.004,-0.02,0.001,55.6,-3.2,15.6,2.7969999999999997,-6.071000000000001,11.741,0.0
4.42,0.47999999999999954,1.4369999999999998,-9.579,2.392,-0.006999999999999999,-0.017,-0.004,56.5,-4.3,16.4,0.452,-5.7139999999999995,10.019,0.0
4.44,0.5,1.385,-9.56,2.347,-0.012,-0.008,-0.005,56.7,-4.3,15.9,3.408,-5.035,10.13,0.0
4.46,0.5199999999999996,1.3330000000000002,-9.545,2.458,-0.017,-0.001,-0.01,56.4,-3.9,16.5,1.4809999999999999,-5.74,10.524000000000001,0.0
4.48,0.54,1.344,-9.542,2.397,-0.026000000000000002,0.005,-0.012,57.3,-4.1,15.9,2.392,-6.652,10.245999999999999,0.0
4.5,0.5599999999999996,1.3519999999999999,-9.554,2.443,-0.027000000000000003,0.006,-0.013000000000000001,55.5,-4.5,16.2,2.805,-5.2620000000000005,11.552,0.0
4.52,0.5799999999999992,1.327,-9.496,2.494,-0.023,0.004,-0.006,56.9,-1.8,16.7,0.9690000000000001,-5.747000000000001,9.605,0.0
4.54,0.5999999999999996,1.306,-9.533,2.448,-0.031,0.006,-0.003,57.4,-5.4,17.4,0.0,-5.4110000000000005,10.458,0.0
4.56,0.6199999999999992,1.3159999999999998,-9.555,2.505,-0.026000000000000002,0.013000000000000001,-0.004,56.4,-4.0,15.8,1.6230000000000002,-5.2620000000000005,13.43,0.0
4.58,0.6399999999999997,1.3230000000000002,-9.609,2.536,-0.025,0.004,-0.003,56.2,-3.5,16.6,2.142,-4.829,9.567,0.0
4.6,0.6599999999999993,1.349,-9.5,2.531,-0.027000000000000003,0.003,-0.001,57.4,-4.9,16.2,2.484,-5.5520000000000005,12.056,0.0
4.62,0.6799999999999997,1.3,-9.568999999999999,2.533,-0.017,0.008,0.001,57.0,-2.2,16.1,2.392,-6.455,8.613,0.0
4.64,0.6999999999999993,1.3780000000000001,-9.538,2.563,-0.016,0.011000000000000001,-0.002,56.6,-3.9,16.0,1.9040000000000001,-7.556,11.764000000000001,0.0
4.66,0.7199999999999998,1.361,-9.587,2.477,-0.015,0.015,-0.002,57.0,-4.5,15.7,2.303,-6.0520000000000005,10.824000000000002,0.0
4.68,0.7399999999999993,1.37,-9.512,2.519,-0.012,0.006999999999999999,0.002,56.5,-3.6,15.9,1.248,-5.822,12.857999999999999,0.0
4.7,0.7599999999999998,1.314,-9.539,2.483,-0.015,0.01,0.003,56.5,-3.3,16.1,3.2289999999999996,-5.232,13.544,0.0
4.72,0.7799999999999994,1.4,-9.572000000000001,2.481,-0.006,0.009000000000000001,0.008,56.6,-4.5,16.3,2.355,-5.277,9.604,0.0
4.74,0.7999999999999998,1.3159999999999998,-9.529,2.439,-0.006,0.012,0.011000000000000001,57.1,-4.5,17.1,2.048,-7.3839999999999995,11.077,0.0
4.76,0.8199999999999994,1.2590000000000001,-9.559,2.475,-0.013000000000000001,0.008,0.013000000000000001,56.7,-4.3,15.7,0.8059999999999999,-5.69,10.927,0.0
