time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
3.96,0.019999999999999574,1.308,-9.648,2.6910000000000003,0.013000000000000001,0.0,0.013000000000000001,-55.0,54.9,20.1,-1.37,-6.632000000000001,0.9570000000000001,0.0
3.98,0.03999999999999959,1.2830000000000001,-9.658,2.667,0.01,-0.006,0.019,-55.7,56.6,19.5,-1.713,-7.8389999999999995,-0.28600000000000003,0.0
4.0,0.05999999999999961,1.36,-9.562000000000001,2.6719999999999997,0.004,-0.009000000000000001,0.019,-54.8,56.7,20.9,-1.518,-6.3020000000000005,-0.929,0.0
4.02,0.07999999999999918,1.3119999999999998,-9.567,2.6719999999999997,0.0,-0.011000000000000001,0.013000000000000001,-55.5,55.4,20.7,-2.427,-5.971,-0.779,0.0
4.04,0.09999999999999964,1.4169999999999998,-9.491,2.6430000000000002,0.01,-0.004,0.015,-56.0,55.0,21.0,-0.9670000000000001,-7.6339999999999995,-1.405,0.0
4.06,0.11999999999999922,1.3459999999999999,-9.524,2.705,0.013000000000000001,0.001,0.012,-56.9,57.0,20.4,-3.7310000000000003,-6.372000000000001,-1.32,0.0
4.08,0.13999999999999968,1.381,-9.591000000000001,2.713,0.006999999999999999,0.011000000000000001,0.013999999999999999,-55.3,55.4,20.9,-2.056,-9.042,0.142,0.0
4.1,0.15999999999999925,1.2329999999999999,-9.605,2.705,0.006,0.003,0.019,-55.7,55.0,18.5,-2.9619999999999997,-6.7379999999999995,-1.089,0.0
4.12,0.17999999999999972,1.274,-9.652999999999999,2.6860000000000004,0.015,-0.012,0.017,-55.7,54.8,19.1,-3.742,-7.824,0.17,0.0
4.14,0.1999999999999993,1.288,-9.649,2.6430000000000002,0.015,-0.019,0.018000000000000002,-54.8,55.7,21.0,-2.87,-6.769,-1.101,0.0
4.16,0.21999999999999975,1.35,-9.666,2.647,0.01,-0.015,0.023,-55.8,55.6,20.4,-2.859,-8.366,-1.7790000000000001,0.0
4.18,0.23999999999999932,1.416,-9.542,2.662,0.009000000000000001,-0.005,0.017,-54.8,56.1,21.2,-3.2510000000000003,-6.795,-0.565,0.0
4.2,0.2599999999999998,1.3019999999999998,-9.519,2.658,0.01,-0.0,0.022000000000000002,-56.7,54.8,20.5,-0.32,-5.42,-1.275,0.0
4.22,0.27999999999999936,1.389,-9.591000000000001,2.696,0.003,0.013000000000000001,0.013000000000000001,-54.9,55.4,19.7,-1.319,-8.253,1.073,0.0
4.24,0.2999999999999998,1.345,-9.655,2.727,0.0,0.024,0.018000000000000002,-56.5,55.3,19.7,0.0,-6.385,-0.395,0.0
4.26,0.3199999999999994,1.325,-9.558,2.7489999999999997,0.011000000000000001,0.017,0.013999999999999999,-56.0,54.8,19.5,-0.183,-6.742999999999999,-0.046,0.0
4.28,0.33999999999999986,1.355,-9.558,2.705,0.006999999999999999,0.012,0.009000000000000001,-55.3,55.0,19.8,-4.8,-7.662000000000001,-0.722,0.0
4.3,0.35999999999999943,1.3119999999999998,-9.558,2.6289999999999996,0.006,0.009000000000000001,0.012,-55.7,55.5,20.8,-2.826,-8.058,-1.406,0.0
4.32,0.3799999999999999,1.374,-9.641,2.747,0.018000000000000002,-0.006,0.013999999999999999,-55.2,55.8,20.5,-3.3489999999999998,-7.789,-0.409,0.0
4.34,0.39999999999999947,1.435,-9.607000000000001,2.767,0.012,-0.002,0.009000000000000001,-54.3,55.7,20.4,-1.859,-6.545,0.0,0.0
4.36,0.41999999999999993,1.4369999999999998,-9.687000000000001,2.7489999999999997,0.017,0.004,0.005,-55.2,54.9,21.6,-2.523,-8.297,-1.27,0.0
4.38,0.4399999999999995,1.3119999999999998,-9.62,2.7289999999999996,0.01,-0.006999999999999999,0.005,-55.4,55.2,19.9,-3.451,-8.611,-0.5720000000000001,0.0
4.4,0.45999999999999996,1.2990000000000002,-9.571,2.779,0.01,-0.021,0.003,-56.6,55.7,19.4,-3.779,-7.78,-0.478,0.0
4.42,0.47999999999999954,1.361,-9.592,2.716,0.003,-0.028999999999999998,0.006,-56.3,57.6,20.4,-1.4680000000000002,-7.787000000000001,-0.823,0.0
4.44,0.5,1.4169999999999998,-9.586,2.725,0.01,-0.027999999999999997,0.012,-55.9,56.3,20.5,-1.865,-7.138,-0.785,0.0
4.46,0.5199999999999996,1.307,-9.591000000000001,2.677,0.01,-0.025,0.006999999999999999,-55.8,54.9,20.4,-2.524,-7.176,-0.9159999999999999,0.0
4.48,0.54,1.27,-9.558,2.7510000000000003,-0.004,-0.019,0.006999999999999999,-54.3,55.7,20.7,-0.8640000000000001,-6.497999999999999,-0.09300000000000001,0.0
4.5,0.5599999999999996,1.295,-9.619,2.717,0.003,-0.017,0.022000000000000002,-55.6,55.6,19.0,-1.594,-8.982000000000001,-1.063,0.0
4.52,0.5799999999999992,1.3219999999999998,-9.649,2.701,0.001,-0.005,0.012,-56.4,55.2,20.5,-0.048,-9.533,-0.021,0.0
4.54,0.5999999999999996,1.379,-9.577,2.753,0.011000000000000001,0.011000000000000001,0.016,-55.8,55.7,18.9,-2.67,-7.452999999999999,-1.008,0.0
4.56,0.6199999999999992,1.32,-9.61,2.708,0.012,0.018000000000000002,0.02,-56.3,55.4,19.6,-1.435,-6.697,-1.1740000000000002,0.0
4.58,0.6399999999999997,1.274,-9.603,2.7889999999999997,0.013000000000000001,0.022000000000000002,0.017,-56.3,55.4,20.9,-1.913,-8.027999999999999,0.0,0.0
4.6,0.6599999999999993,1.207,-9.601,2.715,0.016,0.013999999999999999,0.016,-57.5,56.2,18.8,-1.913,-7.437,-1.3630000000000002,0.0
4.62,0.6799999999999997,1.331,-9.601,2.6860000000000004,0.008,0.017,0.017,-55.0,56.9,20.7,-2.8339999999999996,-6.44,-0.295,0.0
