time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
7.02,0.0,8.443,0.344,4.8839999999999995,-0.019,0.03,0.002,-7.7,-33.6,17.7,5.061,2.972,11.229000000000001,0.0
7.04,0.020000000000000462,8.387,0.37799999999999995,4.851,-0.008,0.024,0.002,-8.2,-33.0,17.2,5.445,3.715,11.98,0.0
7.06,0.040000000000000036,8.417,0.379,4.89,-0.0,0.017,-0.001,-8.2,-33.8,17.6,2.9989999999999997,2.129,12.395,0.0
7.08,0.0600000000000005,8.413,0.34700000000000003,4.916,-0.006999999999999999,0.015,0.004,-8.8,-32.5,17.2,5.74,4.908,11.782,0.0
7.1,0.08000000000000007,8.4,0.385,4.823,-0.008,0.018000000000000002,0.006,-7.7,-33.5,17.2,5.119,2.248,11.935,0.0
7.12,0.10000000000000053,8.408999999999999,0.415,4.919,-0.015,0.022000000000000002,0.008,-7.8,-31.8,18.7,5.229,3.827,11.003,0.0
7.14,0.1200000000000001,8.425,0.34,4.9239999999999995,-0.013999999999999999,0.026000000000000002,0.009000000000000001,-7.6,-32.4,16.9,4.128,4.305,10.725,0.0
7.16,0.14000000000000057,8.461,0.389,4.928999999999999,-0.018000000000000002,0.024,0.01,-7.6,-33.1,17.4,6.472,3.377,11.208,0.0
7.18,0.16000000000000014,8.419,0.361,4.89,-0.009000000000000001,0.013999999999999999,0.004,-9.2,-33.5,16.7,5.52,3.2769999999999997,12.658,0.0
7.2,0.1800000000000006,8.427999999999999,0.389,4.909,-0.028999999999999998,0.016,0.013999999999999999,-9.7,-33.7,16.7,3.8510000000000004,1.531,12.030999999999999,0.0
7.22,0.20000000000000018,8.378,0.371,4.907,-0.027000000000000003,0.02,0.006,-9.2,-34.0,17.4,5.74,2.87,12.6,0.0
7.24,0.22000000000000064,8.376,0.379,4.813,-0.012,0.02,0.003,-7.9,-33.5,17.6,5.181,2.741,12.17,0.0
7.26,0.2400000000000002,8.43,0.382,4.922,-0.01,0.011000000000000001,0.003,-7.9,-33.8,17.7,5.792999999999999,3.406,12.175,0.0
7.28,0.2600000000000007,8.496,0.377,4.852,-0.003,0.009000000000000001,0.004,-8.6,-33.6,18.6,4.152,4.865,13.547,0.0
7.3,0.28000000000000025,8.389,0.32299999999999995,4.852,-0.026000000000000002,0.019,0.01,-8.5,-31.9,17.3,6.434,3.659,11.912,0.0
7.32,0.3000000000000007,8.476,0.341,4.885,-0.036000000000000004,0.022000000000000002,0.006999999999999999,-9.2,-32.8,17.5,4.655,1.913,11.39,0.0
7.34,0.3200000000000003,8.408999999999999,0.315,4.888999999999999,-0.02,0.019,-0.004,-8.4,-34.6,17.8,6.204,3.832,11.462,0.0
7.36,0.34000000000000075,8.464,0.368,4.894,-0.018000000000000002,0.025,0.001,-8.5,-33.6,16.2,5.401,4.7219999999999995,10.122,0.0
7.38,0.3600000000000003,8.368,0.36700000000000005,4.875,-0.016,0.022000000000000002,-0.002,-8.4,-33.4,16.3,4.922,2.119,11.342,0.0
7.4,0.3800000000000008,8.477,0.444,4.898,-0.023,0.017,0.005,-8.6,-33.0,16.3,6.697,2.464,12.007,0.0
7.42,0.40000000000000036,8.453,0.345,4.934,-0.015,0.024,0.001,-8.8,-32.7,17.8,5.803,4.181,13.748,0.0
7.44,0.4200000000000008,8.469,0.373,4.9110000000000005,-0.013999999999999999,0.01,0.003,-8.1,-33.3,17.4,5.372000000000001,2.134,12.61,0.0
7.46,0.4400000000000004,8.437000000000001,0.34600000000000003,4.855,-0.031,0.013000000000000001,0.018000000000000002,-8.8,-32.3,17.3,5.74,3.497,12.767999999999999,0.0
7.48,0.46000000000000085,8.48,0.36,4.876,-0.021,0.017,0.02,-9.1,-33.5,17.3,5.2620000000000005,2.464,12.887,0.0
7.5,0.4800000000000004,8.443999999999999,0.373,4.852,-0.018000000000000002,0.018000000000000002,0.012,-7.0,-33.7,18.1,5.736000000000001,2.154,12.918,0.0
7.52,0.5,8.472000000000001,0.42200000000000004,4.882,-0.024,0.021,0.011000000000000001,-8.1,-32.9,17.4,4.784,2.2,11.065999999999999,0.0
7.54,0.5200000000000005,8.433,0.42700000000000005,4.885,-0.032,0.016,0.011000000000000001,-8.4,-32.7,18.4,4.96,3.0839999999999996,12.828,0.0
7.56,0.54,8.471,0.429,4.838,-0.025,0.013999999999999999,0.006999999999999999,-7.8,-33.7,17.2,5.647,2.345,10.956,0.0
7.58,0.5600000000000005,8.547,0.405,4.862,-0.024,0.023,0.006,-8.5,-33.0,17.7,4.553999999999999,2.095,11.892999999999999,0.0
7.6,0.5800000000000001,8.437000000000001,0.4,4.877,-0.017,0.027000000000000003,-0.0,-8.3,-33.2,16.9,3.9819999999999998,4.305,12.909,0.0
7.62,0.6000000000000005,8.453,0.4,4.946000000000001,-0.016,0.025,0.002,-8.3,-33.7,17.1,4.359,4.252,12.437999999999999,0.0
7.64,0.6200000000000001,8.413,0.38799999999999996,4.843999999999999,-0.021,0.015,0.008,-8.4,-32.5,17.5,2.9330000000000003,2.8080000000000003,13.918,0.0
7.66,0.6400000000000006,8.429,0.379,4.9,-0.017,0.015,0.002,-8.6,-33.5,17.0,6.218999999999999,4.046,11.950999999999999,0.0
