time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
6.8,0.0,8.086,0.247,5.497000000000001,-0.02,0.027999999999999997,-0.003,-6.6,-5.8,-5.4,8.611,2.006,13.102,0.0
6.82,0.020000000000000462,8.158,0.278,5.499,-0.021,0.027000000000000003,-0.005,-5.9,-5.8,-4.9,8.789,2.96,14.383,0.0
6.84,0.040000000000000036,8.202,0.306,5.587000000000001,-0.023,0.031,-0.004,-7.1,-5.6,-5.7,9.603,2.513,14.623,0.0
6.86,0.0600000000000005,8.164,0.23199999999999998,5.443,-0.025,0.027999999999999997,-0.006999999999999999,-6.4,-6.0,-5.0,11.302999999999999,3.5810000000000004,14.119000000000002,0.0
6.88,0.08000000000000007,8.187000000000001,0.215,5.4879999999999995,-0.024,0.034,-0.005,-5.9,-5.5,-5.1,9.332,2.635,14.515999999999998,0.0
6.9,0.10000000000000053,8.234,0.322,5.544,-0.024,0.034,-0.005,-6.8,-5.5,-5.2,9.014,3.3489999999999998,13.619000000000002,0.0
6.92,0.1200000000000001,8.182,0.22699999999999998,5.527,-0.016,0.038,-0.008,-6.6,-5.6,-5.6,9.302,1.933,13.2,0.0
6.94,0.14000000000000057,8.216000000000001,0.273,5.528,-0.016,0.042,-0.009000000000000001,-5.1,-5.5,-5.2,9.702,3.281,13.946,0.0
6.96,0.16000000000000014,8.229,0.256,5.49,-0.018000000000000002,0.04,-0.005,-6.7,-5.9,-5.0,9.695,0.574,13.554,0.0
6.98,0.1800000000000006,8.177,0.263,5.542999999999999,-0.01,0.037000000000000005,-0.005,-6.3,-5.0,-4.8,9.029,4.961,14.589,0.0
7.0,0.20000000000000018,8.137,0.228,5.515,-0.005,0.040999999999999995,0.0,-3.9,-4.5,-5.7,8.302,4.614,11.959000000000001,0.0
7.02,0.21999999999999975,8.197000000000001,0.213,5.449,-0.01,0.037000000000000005,-0.01,-5.3,-5.3,-5.8,6.375,2.8169999999999997,14.405999999999999,0.0
7.04,0.2400000000000002,8.158999999999999,0.275,5.519,-0.003,0.038,-0.006999999999999999,-5.7,-5.8,-5.5,8.991,5.247999999999999,14.105,0.0
7.06,0.2599999999999998,8.238,0.191,5.513,-0.005,0.046,-0.012,-5.1,-5.4,-6.1,9.089,4.123,15.125,0.0
7.08,0.28000000000000025,8.242,0.262,5.64,-0.005,0.046,-0.012,-5.2,-6.3,-5.4,8.611,1.645,10.298,0.0
7.1,0.2999999999999998,8.162,0.33899999999999997,5.4910000000000005,-0.001,0.043,-0.013000000000000001,-5.4,-5.3,-5.5,9.683,3.234,12.915999999999999,0.0
7.12,0.3200000000000003,8.22,0.318,5.535,-0.002,0.045,-0.011000000000000001,-5.0,-5.7,-5.2,8.611,2.766,10.975999999999999,0.0
7.14,0.33999999999999986,8.08,0.21100000000000002,5.436,-0.028999999999999998,0.055,-0.01,-5.6,-5.5,-5.0,7.84,5.107,13.78,0.0
7.16,0.3600000000000003,8.166,0.201,5.603,-0.015,0.027000000000000003,0.004,-5.9,-5.9,-4.0,8.638,5.125,12.915999999999999,0.0
7.18,0.3799999999999999,8.062999999999999,0.22699999999999998,5.597,-0.0,0.032,-0.006999999999999999,-6.4,-5.9,-5.3,9.591000000000001,2.9419999999999997,13.418,0.0
7.2,0.40000000000000036,8.14,0.179,5.577000000000001,-0.003,0.034,-0.006999999999999999,-6.8,-6.5,-4.9,10.484000000000002,3.7460000000000004,12.856,0.0
7.22,0.41999999999999993,8.201,0.29600000000000004,5.529,-0.015,0.03,-0.006,-5.6,-5.6,-4.5,9.073,5.608,16.165,0.0
7.24,0.4400000000000004,8.149,0.308,5.566,-0.006,0.043,-0.005,-5.7,-5.6,-4.7,9.141,3.84,15.231,0.0
7.26,0.45999999999999996,8.215,0.265,5.51,-0.006999999999999999,0.053,-0.011000000000000001,-5.9,-6.1,-4.4,8.132,1.5,12.915999999999999,0.0
7.28,0.4800000000000004,8.167,0.23,5.5089999999999995,-0.004,0.05,-0.008,-7.7,-4.8,-5.3,9.573,5.696000000000001,15.724,0.0
7.3,0.5,8.177,0.267,5.532,-0.005,0.043,-0.015,-5.7,-5.3,-5.0,8.14,4.313,13.388,0.0
7.32,0.5200000000000005,8.065,0.297,5.535,-0.023,0.033,-0.013999999999999999,-6.6,-5.2,-5.6,11.004000000000001,3.83,14.828,0.0
7.34,0.54,8.165,0.293,5.585,-0.018000000000000002,0.045,-0.018000000000000002,-7.2,-5.7,-5.3,10.062000000000001,5.246,15.744000000000002,0.0
7.36,0.5600000000000005,8.155,0.19699999999999998,5.61,-0.01,0.057,-0.013000000000000001,-5.6,-4.7,-5.1,10.479000000000001,5.686,14.333,0.0
7.38,0.5800000000000001,8.079,0.20600000000000002,5.553999999999999,-0.002,0.066,-0.02,-5.2,-5.9,-5.0,8.174,3.8819999999999997,14.31,0.0
7.4,0.6000000000000005,8.078,0.29100000000000004,5.582999999999999,-0.018000000000000002,0.051,-0.019,-5.0,-5.4,-5.1,9.549,5.059,15.675,0.0
7.42,0.6200000000000001,8.149,0.27899999999999997,5.57,-0.004,0.06,-0.016,-5.6,-5.8,-5.6,11.342,2.87,13.825999999999999,0.0
7.44,0.6400000000000006,8.122,0.259,5.587999999999999,-0.011000000000000001,0.06,-0.012,-6.5,-6.3,-6.6,7.792999999999999,0.111,13.311,0.0
7.46,0.6600000000000001,8.105,0.23600000000000002,5.574,-0.004,0.055,-0.013000000000000001,-6.1,-5.9,-5.3,9.252,5.295,12.884,0.0
7.48,0.6800000000000006,8.055,0.292,5.607,-0.003,0.053,-0.01,-6.4,-6.5,-5.0,8.244,4.305,13.687000000000001,0.0
7.5,0.7000000000000002,8.142000000000001,0.273,5.567,0.001,0.06,-0.006,-5.8,-5.3,-6.0,8.485,3.307,13.52,0.0
7.52,0.7199999999999998,8.08,0.272,5.568,0.002,0.055999999999999994,-0.006999999999999999,-5.8,-5.7,-5.0,8.039,3.395,14.69,0.0
7.54,0.7400000000000002,8.095,0.272,5.609,-0.006999999999999999,0.053,-0.004,-6.5,-6.6,-4.5,9.414,4.0489999999999995,12.164000000000001,0.0
7.56,0.7599999999999998,8.128,0.255,5.622999999999999,-0.006999999999999999,0.052000000000000005,-0.004,-5.5,-5.2,-5.7,7.511,1.715,14.350999999999999,0.0
7.58,0.7800000000000002,8.093,0.358,5.586,-0.001,0.052000000000000005,-0.006,-5.0,-6.0,-5.7,8.072000000000001,4.305,13.575999999999999,0.0
7.6,0.7999999999999998,8.081,0.301,5.587999999999999,-0.013000000000000001,0.052000000000000005,-0.006,-6.6,-6.1,-5.7,7.306,3.545,14.482000000000001,0.0
7.62,0.8200000000000003,8.059,0.321,5.617000000000001,-0.004,0.04,-0.011000000000000001,-5.7,-6.3,-5.2,10.174,5.53,13.663,0.0
7.64,0.8399999999999999,8.115,0.299,5.615,-0.005,0.039,-0.006999999999999999,-6.0,-4.7,-5.8,9.164,3.199,14.382,0.0
7.66,0.8600000000000003,7.999,0.324,5.638999999999999,-0.018000000000000002,0.034,-0.006,-5.7,-6.3,-6.0,10.127,4.147,13.793,0.0
7.68,0.8799999999999999,8.064,0.297,5.59,-0.021,0.036000000000000004,-0.01,-5.5,-5.4,-5.3,10.75,5.178,15.844000000000001,0.0
7.7,0.9000000000000004,8.044,0.31,5.653,-0.016,0.037000000000000005,-0.011000000000000001,-6.4,-5.0,-5.5,9.656,2.835,15.254000000000001,0.0
7.72,0.9199999999999999,8.064,0.248,5.66,-0.021,0.034,-0.011000000000000001,-6.7,-5.6,-5.8,10.244000000000002,3.827,14.759,0.0
7.74,0.9400000000000004,8.097999999999999,0.261,5.625,-0.017,0.037000000000000005,-0.01,-6.4,-6.7,-5.6,8.537,3.937,13.026,0.0
7.76,0.96,8.062999999999999,0.21100000000000002,5.62,-0.016,0.027999999999999997,-0.009000000000000001,-6.0,-5.9,-4.9,8.338,3.554,13.873,0.0
7.78,0.9800000000000004,8.041,0.251,5.599,-0.012,0.032,0.003,-5.5,-6.1,-5.3,10.465,4.881,14.029000000000002,0.0
7.8,1.0,8.083,0.251,5.603,-0.016,0.035,0.003,-5.7,-6.1,-4.6,11.481,5.119,11.784,1.0
7.82,1.0200000000000005,8.002,0.223,5.612,-0.023,0.032,0.002,-6.6,-6.1,-6.2,9.089,3.083,12.651,1.0
7.84,1.04,8.126,0.259,5.669,-0.023,0.031,-0.006999999999999999,-6.5,-5.7,-6.3,9.573,3.114,12.675,1.0
7.86,1.0600000000000005,8.07,0.34299999999999997,5.6739999999999995,-0.021,0.036000000000000004,-0.002,-5.7,-6.4,-5.0,9.69,4.305,13.027000000000001,1.0
7.88,1.08,8.042,0.336,5.678999999999999,-0.022000000000000002,0.042,0.001,-6.3,-6.2,-3.8,8.711,3.927,13.647,1.0
7.9,1.1000000000000005,7.935,0.35,5.722,-0.018000000000000002,0.051,0.006999999999999999,-6.3,-5.1,-4.6,6.7379999999999995,3.3489999999999998,14.350999999999999,1.0
7.92,1.12,7.981,0.457,5.744,-0.028999999999999998,0.052000000000000005,0.005,-6.3,-6.8,-5.5,8.266,2.2359999999999998,12.225999999999999,1.0
7.94,1.1400000000000006,7.942,0.445,5.742999999999999,-0.032,0.055999999999999994,0.012,-5.5,-4.5,-4.7,9.293,3.0069999999999997,14.007,1.0
7.96,1.1600000000000001,7.981,0.512,5.847,-0.033,0.065,0.017,-7.3,-5.7,-6.1,8.808,4.755,14.800999999999998,1.0
7.98,1.1800000000000006,8.013,0.555,5.926,-0.049,0.068,0.012,-6.0,-5.8,-5.1,9.134,5.777,12.915999999999999,1.0
8.0,1.2000000000000002,7.8660000000000005,0.65,5.926,-0.07400000000000001,0.07400000000000001,0.006999999999999999,-6.0,-5.4,-6.0,8.724,5.479,12.915999999999999,1.0
8.02,1.2199999999999998,7.779,0.742,5.922999999999999,-0.07,0.063,0.009000000000000001,-6.1,-6.1,-5.3,7.303999999999999,3.5,13.370999999999999,1.0
8.04,1.2399999999999993,7.727,0.821,5.9,-0.087,0.05,0.003,-5.1,-5.8,-5.1,8.934,1.087,13.239,1.0
8.06,1.2600000000000007,7.563,0.7979999999999999,6.082999999999999,-0.11199999999999999,0.045,-0.004,-5.8,-6.5,-5.9,8.453,4.146,15.152000000000001,1.0
8.08,1.2800000000000002,7.659,0.8420000000000001,6.103,-0.126,0.022000000000000002,0.001,-6.4,-6.6,-4.8,9.414,5.081,14.017000000000001,1.0
8.1,1.2999999999999998,7.662000000000001,0.765,6.077999999999999,-0.111,-0.009000000000000001,-0.01,-4.9,-5.4,-5.1,8.757,5.388,15.6,1.0
