time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
2.66,0.0,8.096,-0.48200000000000004,5.68,0.016,0.011000000000000001,-0.004,-59.2,-39.2,-42.1,11.857999999999999,3.4739999999999998,17.523,0.0
2.68,0.020000000000000018,8.047,-0.40700000000000003,5.615,0.018000000000000002,0.01,-0.006999999999999999,-56.6,-37.6,-40.8,10.959000000000001,6.218999999999999,15.525,0.0
2.7,0.040000000000000036,8.131,-0.45799999999999996,5.5760000000000005,0.004,0.012,-0.013000000000000001,-57.2,-38.6,-40.5,12.700999999999999,4.257,17.652,0.0
2.72,0.06000000000000005,8.147,-0.48100000000000004,5.558,0.027999999999999997,0.006,-0.011000000000000001,-58.4,-39.4,-40.9,11.964,3.367,17.212,0.0
2.74,0.08000000000000007,8.041,-0.43799999999999994,5.642,0.006,0.008,-0.001,-58.0,-38.4,-40.1,11.51,2.079,18.09,0.0
2.76,0.09999999999999964,8.06,-0.42700000000000005,5.611000000000001,0.006,0.003,-0.009000000000000001,-59.1,-38.6,-41.0,12.37,3.793,16.197,0.0
2.78,0.11999999999999966,8.086,-0.456,5.56,0.021,0.005,-0.004,-57.7,-38.4,-40.2,11.295,3.3489999999999998,16.771,0.0
2.8,0.13999999999999968,8.102,-0.37200000000000005,5.581,0.033,0.013000000000000001,-0.005,-57.5,-38.1,-40.6,12.770999999999999,4.638,18.989,0.0
2.82,0.1599999999999997,8.154,-0.46399999999999997,5.605,0.013999999999999999,0.017,0.0,-58.3,-38.6,-40.7,11.481,2.6860000000000004,18.178,0.0
2.84,0.17999999999999972,8.083,-0.345,5.6,-0.048,-0.003,-0.024,-57.3,-39.0,-41.0,11.592,5.151,16.822,0.0
2.86,0.19999999999999973,8.174,-0.47700000000000004,5.473,0.027000000000000003,0.018000000000000002,-0.012,-57.9,-39.2,-41.6,12.329,2.6719999999999997,16.373,0.0
2.88,0.21999999999999975,8.102,-0.425,5.627000000000001,0.005,0.027999999999999997,0.002,-57.7,-37.5,-41.3,11.509,4.305,18.0,0.0
2.9,0.23999999999999977,8.073,-0.46399999999999997,5.629,0.011000000000000001,0.017,0.003,-57.1,-38.3,-42.0,10.872,4.775,15.717,0.0
2.92,0.2599999999999998,8.14,-0.48700000000000004,5.627999999999999,-0.006999999999999999,0.013999999999999999,-0.002,-57.5,-39.5,-41.6,11.959000000000001,5.2620000000000005,18.755,0.0
2.94,0.2799999999999998,8.107000000000001,-0.376,5.603,0.004,0.016,0.003,-57.5,-39.0,-42.9,11.959000000000001,3.798,15.51,0.0
2.96,0.2999999999999998,8.132,-0.474,5.631,0.012,0.018000000000000002,0.008,-57.5,-39.3,-41.2,11.695,4.5360000000000005,17.964000000000002,0.0
2.98,0.31999999999999984,8.124,-0.45,5.569,-0.001,0.01,0.011000000000000001,-57.1,-38.2,-40.8,11.469000000000001,2.38,16.767,0.0
