time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
3.04,0.0,8.604,0.25,4.961,0.027000000000000003,0.013999999999999999,0.003,-8.5,-5.0,-3.2,8.856,3.803,12.437999999999999,0.0
3.06,0.020000000000000018,8.635,0.251,4.958,0.027999999999999997,0.021,-0.008,-9.0,-6.5,-4.3,10.532,4.067,12.675999999999998,0.0
3.08,0.040000000000000036,8.597999999999999,0.275,4.916,0.03,0.031,-0.011000000000000001,-8.3,-5.3,-3.6,10.039,4.534,12.424000000000001,0.0
3.1,0.06000000000000005,8.556000000000001,0.278,4.921,0.031,0.022000000000000002,-0.015,-7.7,-5.4,-3.1,8.611,4.058,13.626,0.0
3.12,0.08000000000000007,8.488,0.262,4.9510000000000005,0.022000000000000002,0.024,-0.02,-8.3,-5.6,-3.3,10.776,4.984,11.08,0.0
3.14,0.10000000000000009,8.53,0.249,4.923,0.018000000000000002,0.033,-0.022000000000000002,-9.0,-5.0,-3.1,10.267000000000001,4.749,11.597000000000001,0.0
3.16,0.1200000000000001,8.516,0.292,4.92,0.012,0.024,-0.024,-9.3,-5.7,-3.2,10.875,4.044,10.652000000000001,0.0
3.18,0.14000000000000012,8.544,0.31,4.919,0.016,0.028999999999999998,-0.027999999999999997,-8.3,-5.5,-3.7,11.269,4.255,12.97,0.0
3.2,0.16000000000000014,8.488,0.305,4.941,0.013000000000000001,0.032,-0.027000000000000003,-8.2,-4.7,-3.5,10.029,3.475,12.582,0.0
3.22,0.18000000000000016,8.508,0.243,4.904,0.013999999999999999,0.02,-0.02,-8.5,-5.6,-4.9,8.075,4.045,12.713,0.0
3.24,0.20000000000000018,8.581,0.29,4.893,0.005,0.024,-0.02,-8.7,-6.3,-4.2,8.727,2.639,13.675,0.0
3.26,0.21999999999999975,8.543,0.284,4.941,0.009000000000000001,0.027999999999999997,-0.02,-8.2,-5.9,-4.5,8.997,4.692,12.345999999999998,0.0
