time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,condition
4.52,0.0,8.99,-0.158,3.438,-0.036000000000000004,0.027000000000000003,-0.006,-4.9,-38.3,6.2,0.0
4.54,0.020000000000000462,9.089,-0.19,3.5,-0.013000000000000001,0.027000000000000003,-0.008,-4.8,-38.3,7.2,0.0
4.56,0.040000000000000036,9.076,-0.17800000000000002,3.4619999999999997,0.001,0.037000000000000005,-0.017,-4.8,-38.0,6.7,0.0
4.58,0.0600000000000005,9.174,-0.195,3.545,0.027000000000000003,0.049,-0.005,-4.7,-38.2,7.1,0.0
4.6,0.08000000000000007,9.074,-0.177,3.512,0.023,0.047,0.01,-4.9,-38.6,7.1,0.0
4.62,0.10000000000000053,9.088,-0.18100000000000002,3.498,0.016,0.037000000000000005,0.025,-4.9,-38.5,7.0,0.0
4.64,0.1200000000000001,9.149,-0.023,3.5069999999999997,0.013999999999999999,0.055999999999999994,0.027000000000000003,-6.7,-38.3,6.9,0.0
4.66,0.14000000000000057,9.14,-0.094,3.5010000000000003,0.019,0.04,0.028999999999999998,-5.5,-38.2,6.4,0.0
4.68,0.16000000000000014,8.957,-0.083,3.554,0.02,0.028999999999999998,0.032,-5.0,-39.1,7.0,0.0
4.7,0.1800000000000006,8.988,-0.091,3.5010000000000003,0.02,0.036000000000000004,0.027999999999999997,-5.3,-38.4,6.6,0.0
4.72,0.20000000000000018,9.241,-0.043,3.572,0.023,0.038,0.021,-4.9,-38.3,5.8,0.0
4.74,0.22000000000000064,9.197000000000001,-0.071,3.513,0.03,0.031,0.025,-6.3,-38.7,6.8,0.0
4.76,0.2400000000000002,9.091000000000001,-0.024,3.523,0.021,0.028999999999999998,0.031,-5.3,-38.4,6.8,0.0
4.78,0.2600000000000007,9.071,0.038,3.574,0.026000000000000002,0.036000000000000004,0.009000000000000001,-5.1,-39.6,8.6,0.0
4.8,0.28000000000000025,9.067,-0.03,3.512,0.018000000000000002,0.040999999999999995,0.013000000000000001,-4.3,-37.2,7.8,0.0
4.82,0.3000000000000007,9.04,0.03,3.6039999999999996,-0.0,0.03,0.018000000000000002,-5.2,-38.2,6.6,0.0
4.84,0.3200000000000003,9.048,0.027999999999999997,3.5069999999999997,-0.005,0.038,0.016,-5.0,-37.7,7.5,0.0
4.86,0.34000000000000075,9.06,-0.042,3.533,-0.01,0.044000000000000004,0.006999999999999999,-4.1,-38.5,6.2,0.0
4.88,0.3600000000000003,9.126,-0.016,3.5810000000000004,0.016,0.042,0.009000000000000001,-5.7,-38.9,6.7,0.0
4.9,0.3800000000000008,9.129,-0.055999999999999994,3.4819999999999998,0.005,0.05,0.002,-5.7,-37.4,7.6,0.0
4.92,0.40000000000000036,9.024,-0.008,3.563,-0.01,0.037000000000000005,0.0,-5.5,-38.2,7.6,0.0
4.94,0.4200000000000008,9.134,-0.059000000000000004,3.62,-0.027000000000000003,0.023,-0.005,-6.9,-37.7,7.8,0.0
4.96,0.4400000000000004,9.097000000000001,-0.055999999999999994,3.5660000000000003,-0.037000000000000005,0.035,0.016,-3.6,-38.4,6.6,0.0
4.98,0.46000000000000085,9.058,0.038,3.603,-0.046,0.013000000000000001,0.023,-4.8,-38.5,6.7,0.0
5.0,0.4800000000000004,8.964,-0.066,3.622,-0.023,0.025,0.006,-4.9,-38.2,7.0,0.0
5.02,0.5,9.121,-0.03,3.6630000000000003,-0.03,0.037000000000000005,0.022000000000000002,-5.2,-39.6,5.7,0.0
5.04,0.5200000000000005,9.123,-0.081,3.589,-0.027000000000000003,0.012,0.013000000000000001,-5.5,-38.6,6.9,0.0
5.06,0.54,9.104,-0.131,3.6460000000000004,-0.018000000000000002,0.013999999999999999,0.006,-3.8,-39.2,6.2,0.0
