time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
7.08,0.0,9.255,0.384,2.798,-0.016,0.02,0.0,-15.4,-30.4,20.5,6.002999999999999,3.503,9.135,0.0
7.1,0.019999999999999574,9.314,0.32299999999999995,2.73,-0.015,0.015,-0.001,-15.7,-30.7,20.1,4.794,2.855,7.19,0.0
7.12,0.040000000000000036,9.342,0.384,2.8280000000000003,-0.019,0.021,0.006,-15.7,-31.0,19.5,7.85,3.447,8.316,0.0
7.14,0.05999999999999961,9.238999999999999,0.363,2.81,-0.017,0.02,0.011000000000000001,-15.0,-31.5,20.3,5.2620000000000005,2.2159999999999997,8.283999999999999,0.0
7.16,0.08000000000000007,9.345,0.364,2.748,-0.013999999999999999,0.021,0.01,-16.0,-31.1,20.9,5.479,2.6519999999999997,9.132,0.0
7.18,0.09999999999999964,9.338,0.349,2.8110000000000004,-0.013999999999999999,0.023,0.005,-15.3,-30.6,19.5,6.556,4.501,9.443,0.0
7.2,0.1200000000000001,9.3,0.33,2.8539999999999996,-0.013999999999999999,0.023,0.011000000000000001,-16.0,-31.6,20.7,5.197,3.73,6.412999999999999,0.0
7.22,0.13999999999999968,9.295,0.37799999999999995,2.8110000000000004,-0.016,0.018000000000000002,0.013999999999999999,-15.9,-30.8,20.7,4.712,3.6919999999999997,8.611,0.0
7.24,0.16000000000000014,9.347999999999999,0.34600000000000003,2.803,-0.019,0.024,0.011000000000000001,-16.8,-30.9,20.1,6.937,5.502999999999999,9.332,0.0
7.26,0.17999999999999972,9.271,0.408,2.806,-0.016,0.025,0.009000000000000001,-14.3,-32.2,19.7,6.29,3.623,11.618,0.0
7.28,0.20000000000000018,9.277000000000001,0.426,2.78,-0.023,0.022000000000000002,0.013000000000000001,-16.6,-30.4,19.5,4.856,1.986,9.567,0.0
7.3,0.21999999999999975,9.283999999999999,0.39799999999999996,2.736,-0.016,0.022000000000000002,0.008,-15.5,-31.7,20.0,5.327000000000001,5.635,9.283999999999999,0.0
7.32,0.2400000000000002,9.312999999999999,0.38299999999999995,2.903,-0.016,0.017,0.009000000000000001,-15.7,-31.5,19.9,4.968999999999999,2.5580000000000003,9.109,0.0
7.34,0.2599999999999998,9.306000000000001,0.375,2.773,-0.015,0.023,0.01,-14.5,-31.5,20.6,6.33,4.205,8.766,0.0
7.36,0.28000000000000025,9.277999999999999,0.35600000000000004,2.765,-0.011000000000000001,0.024,0.015,-15.7,-32.1,20.0,6.218999999999999,2.502,8.979,0.0
7.38,0.2999999999999998,9.221,0.359,2.8489999999999998,-0.012,0.021,0.016,-15.4,-31.1,20.9,4.324,2.364,9.531,0.0
7.4,0.3200000000000003,9.346,0.379,2.766,-0.012,0.027999999999999997,0.009000000000000001,-15.9,-31.4,19.5,4.47,1.8219999999999998,8.905,0.0
7.42,0.33999999999999986,9.224,0.35100000000000003,2.787,-0.015,0.027000000000000003,0.013999999999999999,-15.6,-31.5,20.8,6.311,3.148,10.038,0.0
7.44,0.3600000000000003,9.209,0.341,2.83,-0.017,0.024,0.016,-16.2,-31.1,19.8,5.85,2.427,10.524000000000001,0.0
7.46,0.3799999999999999,9.31,0.368,2.84,-0.012,0.019,0.003,-15.9,-31.9,20.0,4.95,1.975,7.031000000000001,0.0
7.48,0.40000000000000036,9.292,0.38799999999999996,2.806,-0.02,0.023,0.004,-14.2,-31.8,19.6,8.008,5.244,9.089,0.0
7.5,0.41999999999999993,9.279,0.34600000000000003,2.8739999999999997,-0.021,0.018000000000000002,0.005,-15.6,-31.2,20.4,6.216,3.952,8.495,0.0
7.52,0.4399999999999995,9.326,0.24600000000000002,2.812,-0.021,0.022000000000000002,0.008,-15.8,-32.3,19.7,5.443,4.564,6.917000000000001,0.0
7.54,0.45999999999999996,9.283999999999999,0.401,2.862,-0.026000000000000002,0.02,0.009000000000000001,-15.8,-30.5,21.1,6.218999999999999,1.278,6.528,0.0
7.56,0.47999999999999954,9.299,0.33,2.842,-0.026000000000000002,0.02,0.004,-13.9,-31.6,20.5,5.853,3.545,9.033,0.0
7.58,0.5,9.304,0.35100000000000003,2.833,-0.026000000000000002,0.015,0.013999999999999999,-16.2,-31.8,19.2,5.2170000000000005,5.2170000000000005,9.822000000000001,0.0
7.6,0.5199999999999996,9.308,0.33799999999999997,2.8110000000000004,-0.03,0.013999999999999999,0.012,-15.7,-30.3,19.0,5.9270000000000005,3.3489999999999998,8.424,0.0
7.62,0.54,9.331,0.418,2.8480000000000003,-0.017,0.019,0.008,-15.9,-29.8,18.7,5.308,2.6689999999999996,7.438,0.0
7.64,0.5599999999999996,9.229,0.32899999999999996,2.8360000000000003,-0.022000000000000002,0.023,0.005,-16.4,-32.4,20.4,6.087999999999999,4.175,9.611,0.0
7.66,0.5800000000000001,9.269,0.40299999999999997,2.843,-0.028999999999999998,0.025,0.003,-15.9,-30.7,19.5,5.652,2.929,7.801,0.0
7.68,0.5999999999999996,9.297,0.37,2.852,-0.031,0.02,0.006999999999999999,-15.8,-31.5,20.0,5.454,1.22,8.012,0.0
7.7,0.6200000000000001,9.304,0.354,2.804,-0.025,0.023,0.011000000000000001,-15.5,-30.9,19.9,4.7410000000000005,2.0869999999999997,8.132,0.0
7.72,0.6399999999999997,9.298,0.316,2.877,-0.024,0.025,0.0,-15.8,-30.5,20.6,5.867000000000001,2.19,9.82,0.0
