time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
11.4,0.0,0.531,9.11,3.445,-0.013000000000000001,0.002,-0.006,18.8,-62.5,26.2,1.625,12.963,14.687000000000001,0.0
11.42,0.019999999999999574,0.542,9.122,3.429,-0.01,0.002,-0.004,19.9,-63.5,26.8,0.87,13.495999999999999,12.728,0.0
11.44,0.03999999999999915,0.516,9.057,3.418,-0.013000000000000001,-0.001,-0.005,19.6,-63.2,27.0,1.286,14.202,12.257,0.0
11.46,0.0600000000000005,0.5329999999999999,9.044,3.406,-0.012,0.004,-0.009000000000000001,19.0,-63.1,26.5,0.995,12.453,10.562999999999999,0.0
11.48,0.08000000000000007,0.486,9.071,3.386,-0.013999999999999999,0.004,-0.011000000000000001,18.9,-63.2,26.6,0.69,12.515999999999998,13.606,0.0
11.5,0.09999999999999964,0.462,9.113999999999999,3.384,-0.013999999999999999,0.004,-0.006,19.0,-63.9,26.4,2.7289999999999996,13.527000000000001,12.845,0.0
11.52,0.11999999999999922,0.535,9.133,3.452,-0.008,0.011000000000000001,-0.006999999999999999,18.8,-63.9,26.2,0.063,11.315999999999999,12.273,0.0
11.54,0.1399999999999988,0.59,9.177,3.41,-0.012,-0.0,-0.006999999999999999,18.5,-62.6,27.0,1.2,13.394,11.638,0.0
11.56,0.16000000000000014,0.5539999999999999,9.158999999999999,3.364,-0.018000000000000002,-0.002,-0.006,19.2,-62.9,27.3,-0.079,12.1,11.92,0.0
11.58,0.17999999999999972,0.502,9.144,3.443,-0.011000000000000001,0.001,-0.001,19.2,-63.4,26.7,0.361,13.277000000000001,11.959000000000001,0.0
11.6,0.1999999999999993,0.527,9.064,3.407,-0.015,-0.006999999999999999,-0.002,19.2,-63.0,26.5,0.047,14.759,11.889000000000001,0.0
11.62,0.21999999999999886,0.52,9.026,3.49,-0.013000000000000001,-0.006,-0.003,19.2,-62.4,25.2,1.271,12.915999999999999,10.987,0.0
11.64,0.2400000000000002,0.494,9.149,3.3510000000000004,-0.015,-0.008,-0.006999999999999999,18.8,-62.9,27.5,1.568,13.66,11.427999999999999,0.0
11.66,0.2599999999999998,0.5379999999999999,9.038,3.4419999999999997,-0.013999999999999999,-0.004,-0.003,18.6,-61.9,26.0,0.063,13.3,11.386,0.0
11.68,0.27999999999999936,0.48700000000000004,9.052,3.385,-0.021,-0.002,-0.009000000000000001,18.6,-63.8,26.5,0.9159999999999999,12.588,10.524000000000001,0.0
11.7,0.29999999999999893,0.517,9.11,3.45,-0.011000000000000001,0.005,-0.006999999999999999,19.3,-64.4,26.0,2.392,12.505999999999998,11.003,0.0
11.72,0.3200000000000003,0.503,9.078,3.4560000000000004,-0.006999999999999999,0.005,0.0,18.1,-62.6,26.4,1.217,11.959000000000001,10.870999999999999,0.0
11.74,0.33999999999999986,0.527,9.107999999999999,3.4989999999999997,-0.013999999999999999,0.0,-0.002,19.8,-61.9,27.0,0.478,13.394,12.547,0.0
11.76,0.35999999999999943,0.478,9.117,3.4189999999999996,-0.01,0.001,-0.001,19.6,-63.6,26.9,1.6969999999999998,13.96,11.764000000000001,0.0
11.78,0.379999999999999,0.537,9.142000000000001,3.424,-0.009000000000000001,-0.01,-0.006,18.8,-62.9,27.0,2.87,13.677999999999999,11.198,0.0
11.8,0.40000000000000036,0.474,9.041,3.38,-0.01,-0.006,-0.002,18.2,-62.8,26.3,0.958,9.568999999999999,12.437000000000001,0.0
11.82,0.41999999999999993,0.53,9.116,3.3480000000000003,-0.011000000000000001,-0.016,-0.004,20.0,-63.3,26.5,1.7730000000000001,12.127,12.719000000000001,0.0
11.84,0.4399999999999995,0.489,9.065,3.391,-0.008,-0.008,-0.001,19.3,-62.1,27.7,0.9570000000000001,12.241,12.044,0.0
11.86,0.4599999999999991,0.498,9.084,3.4139999999999997,-0.003,0.013000000000000001,-0.013999999999999999,18.8,-62.7,25.9,1.38,13.394,12.860999999999999,0.0
11.88,0.4800000000000004,0.565,9.049,3.3960000000000004,-0.0,0.013000000000000001,-0.013000000000000001,19.0,-63.2,26.0,1.178,13.616,11.567,0.0
11.9,0.5,0.541,9.103,3.4130000000000003,-0.005,0.019,-0.016,19.4,-63.5,26.8,0.705,12.714,11.758,0.0
11.92,0.5199999999999996,0.5870000000000001,9.156,3.384,-0.001,0.017,-0.012,18.2,-62.0,27.7,0.736,12.327,13.652000000000001,0.0
11.94,0.5399999999999991,0.53,9.174,3.411,-0.01,0.004,-0.008,19.1,-62.0,25.9,0.8959999999999999,12.315999999999999,13.873,0.0
11.96,0.5600000000000005,0.532,9.172,3.516,-0.006999999999999999,-0.006,0.001,19.6,-63.1,26.5,0.65,14.350999999999999,11.886,0.0
11.98,0.5800000000000001,0.562,9.236,3.5260000000000002,-0.009000000000000001,-0.021,0.006999999999999999,18.8,-63.8,27.9,1.122,11.628,12.437999999999999,0.0
12.0,0.5999999999999996,0.556,9.123,3.387,-0.012,-0.023,0.01,18.3,-62.6,26.1,0.024,12.057,12.867,0.0
12.02,0.6199999999999992,0.54,9.091000000000001,3.4419999999999997,-0.013000000000000001,-0.011000000000000001,0.006999999999999999,19.6,-62.7,26.6,0.7240000000000001,12.578,11.481,0.0
12.04,0.6399999999999988,0.527,9.012,3.489,-0.005,-0.004,0.006,18.0,-63.5,26.0,-0.258,11.26,11.555,0.0
12.06,0.6600000000000001,0.5329999999999999,9.043,3.4389999999999996,-0.009000000000000001,-0.01,-0.001,18.0,-62.1,28.1,0.5579999999999999,12.677999999999999,11.241,0.0
12.08,0.6799999999999997,0.489,9.099,3.4360000000000004,-0.006,-0.001,-0.011000000000000001,19.9,-62.7,27.3,1.435,14.043,11.727,0.0
12.1,0.6999999999999993,0.49700000000000005,9.105,3.4160000000000004,-0.006,0.006999999999999999,-0.005,18.0,-63.0,26.5,1.986,12.292,12.308,0.0
12.12,0.7199999999999989,0.5539999999999999,9.124,3.4419999999999997,-0.01,0.003,-0.006999999999999999,20.2,-63.1,26.4,1.286,14.290999999999999,10.3,0.0
