time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
7.34,0.0,9.304,0.39299999999999996,2.6689999999999996,-0.03,0.012,0.008,-26.4,-36.6,19.4,7.015,5.007,8.003,0.0
7.36,0.020000000000000462,9.329,0.418,2.696,-0.013999999999999999,0.006,0.006999999999999999,-27.5,-37.1,18.5,5.825,4.606,9.351,0.0
7.38,0.040000000000000036,9.265,0.449,2.717,-0.023,0.027999999999999997,0.012,-28.0,-35.9,20.4,7.602,2.9,11.481,0.0
7.4,0.0600000000000005,9.261000000000001,0.45299999999999996,2.826,-0.031,0.033,0.011000000000000001,-27.0,-36.0,19.7,6.205,3.478,9.089,0.0
7.42,0.08000000000000007,9.266,0.46,2.7769999999999997,-0.022000000000000002,-0.006999999999999999,0.013000000000000001,-27.7,-37.2,19.1,6.222,3.83,7.891,0.0
7.44,0.10000000000000053,9.322000000000001,0.511,2.6710000000000003,-0.04,0.008,0.01,-27.2,-36.1,20.2,5.377000000000001,2.755,10.658,0.0
7.46,0.1200000000000001,9.321,0.43200000000000005,2.727,-0.027000000000000003,0.03,0.012,-27.2,-37.6,18.6,7.184,2.844,11.003,0.0
7.48,0.14000000000000057,9.283,0.375,2.7539999999999996,-0.025,0.022000000000000002,0.011000000000000001,-28.5,-37.5,19.2,5.66,2.79,9.354,0.0
7.5,0.16000000000000014,9.35,0.39399999999999996,2.695,-0.026000000000000002,-0.001,0.01,-27.9,-36.0,19.2,5.672000000000001,2.682,9.857999999999999,0.0
7.52,0.17999999999999972,9.377,0.456,2.6719999999999997,-0.023,0.01,0.016,-28.1,-37.0,19.6,6.5,1.547,9.187999999999999,0.0
7.54,0.20000000000000018,9.33,0.361,2.727,-0.027000000000000003,0.027000000000000003,0.013000000000000001,-27.5,-36.8,19.8,5.766,4.178999999999999,9.567,0.0
7.56,0.21999999999999975,9.324,0.44,2.7239999999999998,-0.02,0.019,0.013000000000000001,-28.2,-37.6,18.6,4.87,0.447,8.281,0.0
7.58,0.2400000000000002,9.347000000000001,0.405,2.6860000000000004,-0.02,0.013999999999999999,0.008,-28.1,-35.8,20.6,7.176,4.367,8.883,0.0
7.6,0.2599999999999998,9.288,0.44,2.655,-0.031,0.013000000000000001,0.011000000000000001,-28.0,-36.8,19.2,7.722,3.827,9.238999999999999,0.0
7.62,0.28000000000000025,9.357000000000001,0.444,2.7289999999999996,-0.034,0.017,0.001,-27.3,-37.0,19.0,6.3020000000000005,4.95,10.794,0.0
7.64,0.2999999999999998,9.321,0.45799999999999996,2.735,-0.025,0.016,0.008,-27.7,-35.4,20.2,5.906000000000001,2.705,10.707,0.0
7.66,0.3200000000000003,9.326,0.447,2.6439999999999997,-0.021,0.011000000000000001,0.001,-27.3,-37.5,18.8,7.962999999999999,6.229,9.747,0.0
7.68,0.33999999999999986,9.304,0.457,2.7239999999999998,-0.019,0.018000000000000002,0.0,-27.7,-37.4,19.2,5.393,3.5460000000000003,8.132,0.0
7.7,0.3600000000000003,9.394,0.457,2.697,-0.028999999999999998,0.013000000000000001,0.002,-27.4,-36.9,19.3,4.651,4.305,7.942,0.0
7.72,0.3799999999999999,9.329,0.376,2.6260000000000003,-0.021,0.013000000000000001,0.006999999999999999,-27.9,-37.4,19.7,5.803,3.529,8.07,0.0
7.74,0.40000000000000036,9.362,0.46,2.728,-0.024,0.013000000000000001,0.006,-28.1,-36.7,18.4,6.522,2.695,9.663,0.0
7.76,0.41999999999999993,9.343,0.441,2.7089999999999996,-0.025,0.013000000000000001,0.001,-27.1,-36.9,19.0,5.315,3.616,11.59,0.0
7.78,0.4400000000000004,9.296,0.426,2.665,-0.02,0.002,0.009000000000000001,-28.5,-36.7,20.5,7.513999999999999,5.52,10.793,0.0
7.8,0.45999999999999996,9.366,0.46,2.7030000000000003,-0.03,0.013999999999999999,0.002,-27.4,-36.6,18.9,5.734,2.97,9.095,0.0
7.82,0.4800000000000004,9.352,0.42100000000000004,2.68,-0.02,0.006999999999999999,0.001,-26.7,-36.7,19.2,7.0120000000000005,4.457,9.709,0.0
7.84,0.5,9.323,0.364,2.6260000000000003,-0.026000000000000002,0.006,0.005,-27.4,-36.7,18.8,6.218999999999999,4.662,9.607999999999999,0.0
7.86,0.5200000000000005,9.292,0.435,2.628,-0.022000000000000002,0.019,0.012,-27.0,-37.0,18.0,6.779,5.329,9.007,0.0
7.88,0.54,9.361,0.433,2.6660000000000004,-0.021,0.011000000000000001,0.004,-27.6,-36.8,19.6,3.758,2.6639999999999997,10.319,0.0
7.9,0.5600000000000005,9.355,0.39399999999999996,2.721,-0.031,0.012,0.006999999999999999,-27.2,-37.3,19.4,5.615,3.702,6.671,0.0
7.92,0.5800000000000001,9.333,0.395,2.6519999999999997,-0.013999999999999999,0.017,0.006,-28.0,-36.9,19.9,6.332000000000001,2.983,9.624,0.0
