time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,condition
3.5,0,9.168,-0.731,3.576,-0.025,0.003,-0.012,-12.4,5.4,-2.9,0
3.52,0.02,9.197,-0.829,3.548,-0.015,0.003,-0.015,-11.8,4.9,-3.2,0
3.54,0.04,9.116,-0.755,3.59,-0.021,0.004,-0.017,-11.9,4.9,-2.3,0
3.56,0.06,9.195,-0.719,3.542,-0.022,0.006,-0.014,-11.6,3.9,-1.1,0
3.58,0.08,9.12,-0.725,3.506,-0.019,0.009,-0.012,-11.7,5.2,-2.5,0
3.6,0.1,9.179,-0.794,3.574,-0.017,0.003,-0.01,-12.5,3.8,-1,0
3.62,0.12,9.195,-0.746,3.489,-0.012,-0.001,-0.007,-11.8,4.7,-2,0
3.64,0.14,9.134,-0.755,3.567,-0.012,-0.002,-0.007,-10.9,4,-3.1,0
3.66,0.16,9.192,-0.765,3.523,-0.01,-0.004,-0.009,-12.2,4.3,-2.6,0
3.68,0.18,9.179,-0.756,3.594,0.001,0.002,-0.002,-11.8,4.9,-1.2,0
3.7,0.2,9.159,-0.739,3.548,0.004,-0.004,-0.008,-11.9,4.9,-1.9,0
3.72,0.22,9.107,-0.696,3.464,0,-0.012,-0.014,-11,5.4,-1.2,0
3.74,0.24,9.151,-0.694,3.529,0.001,-0.004,-0.007,-11.1,3.9,-2.9,0
3.76,0.26,9.093,-0.737,3.447,0.005,-0.006,-0.007,-11.8,4.1,-1.9,0
3.78,0.28,9.141,-0.705,3.432,0,-0.009,-0.007,-11.7,4.1,-1.8,0
3.8,0.3,9.122,-0.737,3.444,0.003,-0.013,-0.006,-11.6,4.4,-1.7,0
3.82,0.32,9.158,-0.741,3.502,0.002,-0.013,-0.003,-10.9,4.6,-1.1,0
3.84,0.34,9.177,-0.745,3.486,-0.005,-0.008,-0.008,-12.4,4.8,-2.2,0
3.86,0.36,9.11,-0.648,3.475,-0.007,-0.015,-0.008,-12,3.5,-1.3,0
3.88,0.38,9.138,-0.692,3.483,-0.005,-0.013,-0.009,-13.5,5.7,-1.1,0
3.9,0.4,9.219,-0.713,3.519,-0.005,-0.023,-0.016,-11.6,3.5,-1.3,0
3.92,0.42,9.115,-0.702,3.444,-0.005,-0.024,-0.005,-11.5,4.5,-1,0
3.94,0.44,9.16,-0.748,3.437,-0.01,-0.019,-0.012,-11.1,5.9,-2,0
3.96,0.46,9.182,-0.766,3.584,-0.023,-0.025,0.003,-11.2,4.2,-2.7,0
3.98,0.48,9.214,-0.798,3.45,-0.009,-0.034,-0.01,-12.6,4.4,-1.7,0
4,0.5,9.157,-0.753,3.461,-0.012,-0.03,-0.005,-11.7,4.2,-1.9,0
4.02,0.52,9.212,-0.734,3.493,-0.009,-0.018,-0.001,-11,4.9,-1.9,0
4.04,0.54,9.251,-0.758,3.582,-0.024,-0.019,-0.009,-12.2,4.2,-1.5,0
4.06,0.56,9.204,-0.792,3.546,-0.02,-0.009,-0.004,-12.3,3.5,-0.8,0
4.08,0.58,9.126,-0.884,3.55,-0.025,-0.012,0.001,-12.6,4.4,-1.4,0
4.1,0.6,9.229,-0.992,3.553,-0.043,-0.017,-0.005,-11.3,5.5,-2.4,0
4.12,0.62,9.144,-1.069,3.602,-0.056,-0.019,-0.003,-11.6,3.5,-0.3,0
4.14,0.64,9.077,-1.206,3.566,-0.063,-0.019,0,-11.7,4.1,-1.1,0
4.16,0.66,8.958,-1.268,3.574,-0.074,-0.021,0.016,-11.9,5.2,-2.2,0
4.18,0.68,9.144,-1.449,3.597,-0.052,-0.043,0.024,-12.1,4.8,-2,0
4.2,0.7,8.968,-1.593,3.444,-0.012,-0.045,0.006,-12.5,4,-0.7,0
4.22,0.72,9.141,-1.407,3.562,-0.003,-0.055,0.023,-12,3.5,-0.6,0
4.24,0.74,8.997,-1.451,3.504,0.041,-0.06,0.028,-11.3,4.9,-1.5,0
4.26,0.76,9.039,-1.512,3.573,0.068,-0.059,0.017,-11.9,3,-0.5,0
4.28,0.78,8.934,-1.53,3.541,0.099,-0.061,0.016,-12.4,4.6,-1,0
4.3,0.8,9.019,-1.529,3.556,0.121,-0.061,0.016,-11.6,4.1,-1.2,0
4.32,0.82,8.938,-1.571,3.5,0.135,-0.052,0.026,-12,5.3,-1.2,0
