time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
7.08,0.0,0.39299999999999996,9.035,3.5210000000000004,0.003,0.01,0.008,26.2,-54.9,31.9,1.044,12.135,12.135,0.0
7.1,0.019999999999999574,0.379,9.027000000000001,3.503,0.002,0.005,0.008,26.1,-55.7,32.3,0.915,12.615,12.001,0.0
7.12,0.040000000000000036,0.382,9.031,3.515,-0.002,0.003,0.008,26.4,-55.0,31.7,1.913,12.126,11.169,0.0
7.14,0.05999999999999961,0.353,9.085,3.487,-0.003,-0.004,0.009000000000000001,28.2,-54.9,31.7,1.4280000000000002,14.344000000000001,13.860999999999999,0.0
7.16,0.08000000000000007,0.41600000000000004,9.106,3.61,-0.006999999999999999,-0.0,0.005,26.0,-55.1,31.4,1.989,13.814,12.302999999999999,0.0
7.18,0.09999999999999964,0.342,9.166,3.5469999999999997,-0.008,-0.001,0.004,26.7,-55.1,32.7,0.424,12.758,12.279000000000002,0.0
7.2,0.1200000000000001,0.39799999999999996,9.049,3.5469999999999997,-0.013999999999999999,-0.001,0.005,26.0,-55.3,32.9,1.8330000000000002,11.722000000000001,13.073,0.0
7.22,0.13999999999999968,0.384,9.083,3.523,-0.01,0.003,0.004,26.3,-55.2,32.0,0.9570000000000001,13.187999999999999,13.46,0.0
7.24,0.16000000000000014,0.40399999999999997,9.092,3.495,-0.013999999999999999,0.001,0.003,26.6,-55.7,31.6,0.662,13.1,12.988,0.0
7.26,0.17999999999999972,0.43,9.1,3.489,-0.011000000000000001,-0.004,-0.003,26.7,-55.8,32.0,0.804,11.807,11.796,0.0
7.28,0.20000000000000018,0.37200000000000005,9.047,3.508,-0.008,-0.0,-0.005,25.3,-55.1,32.1,0.9570000000000001,14.227,10.649000000000001,0.0
7.3,0.21999999999999975,0.457,8.982999999999999,3.472,-0.006,-0.001,-0.001,27.8,-56.0,32.0,1.334,13.394,12.991,0.0
