time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
3.7,0.0,9.593,-0.252,1.449,-0.022000000000000002,-0.003,0.008,-17.4,-31.4,19.1,7.176,3.861,7.688,0.0
3.72,0.020000000000000018,9.536,-0.267,1.485,-0.036000000000000004,-0.011000000000000001,0.006,-19.2,-31.4,18.2,6.441,4.102,7.176,0.0
3.74,0.040000000000000036,9.549,-0.312,1.521,-0.027999999999999997,-0.018000000000000002,0.012,-18.7,-31.5,19.2,8.248,3.3489999999999998,9.787,0.0
3.76,0.05999999999999961,9.603,-0.222,1.506,-0.035,0.002,0.011000000000000001,-16.9,-30.3,17.8,8.032,2.291,9.001,0.0
3.78,0.07999999999999963,9.565,-0.335,1.41,-0.031,0.006999999999999999,0.012,-18.1,-32.0,18.8,6.545,0.61,6.809,0.0
3.8,0.09999999999999964,9.573,-0.29,1.568,-0.03,0.0,0.02,-18.3,-30.4,19.0,6.234,2.886,8.163,0.0
3.82,0.11999999999999966,9.597000000000001,-0.24100000000000002,1.47,-0.038,0.01,0.015,-18.1,-31.1,18.3,5.9910000000000005,3.1060000000000003,7.752999999999999,0.0
3.84,0.13999999999999968,9.529,-0.311,1.4380000000000002,-0.019,-0.006999999999999999,0.009000000000000001,-19.2,-30.8,18.8,6.439,1.9909999999999999,8.391,0.0
3.86,0.1599999999999997,9.526,-0.28300000000000003,1.45,-0.03,0.0,0.004,-17.6,-30.7,18.6,7.718,2.622,8.298,0.0
3.88,0.17999999999999972,9.615,-0.312,1.4780000000000002,-0.031,0.009000000000000001,0.01,-17.7,-32.2,20.0,5.795,2.5,6.535,0.0
3.9,0.19999999999999973,9.633,-0.302,1.45,-0.04,0.009000000000000001,0.013000000000000001,-18.4,-31.5,18.2,6.984,2.201,5.644,0.0
3.92,0.21999999999999975,9.626,-0.213,1.4869999999999999,-0.037000000000000005,0.01,0.015,-18.7,-30.9,18.8,7.626,2.72,7.42,0.0
3.94,0.23999999999999977,9.591000000000001,-0.275,1.419,-0.045,0.004,0.01,-17.7,-31.3,19.7,6.232,3.7739999999999996,9.993,0.0
3.96,0.2599999999999998,9.564,-0.276,1.422,-0.035,0.017,0.005,-18.5,-30.5,18.3,5.386,1.204,8.611,0.0
3.98,0.2799999999999998,9.607000000000001,-0.302,1.453,-0.035,0.018000000000000002,0.012,-18.8,-31.3,19.5,7.523,1.74,7.827000000000001,0.0
4.0,0.2999999999999998,9.609,-0.276,1.4669999999999999,-0.019,0.018000000000000002,0.008,-18.1,-31.4,17.4,6.778,3.1069999999999998,8.45,0.0
4.02,0.3199999999999994,9.641,-0.297,1.462,-0.042,0.026000000000000002,0.005,-18.7,-31.2,18.3,6.867000000000001,3.5439999999999996,8.132,0.0
4.04,0.33999999999999986,9.612,-0.262,1.4869999999999999,-0.034,0.021,0.016,-18.4,-31.6,19.5,4.977,3.053,7.461,0.0
4.06,0.35999999999999943,9.506,-0.369,1.4709999999999999,-0.031,0.022000000000000002,0.013000000000000001,-18.3,-30.5,17.9,7.207000000000001,2.721,7.622000000000001,0.0
4.08,0.3799999999999999,9.607999999999999,-0.226,1.455,-0.028999999999999998,0.016,0.006999999999999999,-18.4,-30.6,18.9,5.2620000000000005,0.078,6.787999999999999,0.0
4.1,0.39999999999999947,9.686,-0.293,1.464,-0.032,0.02,0.01,-17.6,-30.9,18.5,6.3420000000000005,1.558,9.321,0.0
4.12,0.41999999999999993,9.647,-0.192,1.4969999999999999,-0.035,0.025,0.009000000000000001,-17.2,-31.2,17.6,6.737,2.352,9.049,0.0
4.14,0.4399999999999995,9.607999999999999,-0.27399999999999997,1.445,-0.035,0.019,0.008,-17.2,-33.1,18.5,8.277000000000001,0.79,5.345,0.0
4.16,0.45999999999999996,9.623,-0.331,1.379,-0.017,0.018000000000000002,0.002,-17.9,-30.0,19.3,5.792999999999999,1.5930000000000002,8.769,0.0
4.18,0.47999999999999954,9.615,-0.258,1.484,0.001,0.006999999999999999,-0.003,-17.9,-31.6,18.9,6.205,0.9570000000000001,7.654,0.0
4.2,0.5,9.541,-0.273,1.443,-0.011000000000000001,0.008,0.001,-16.9,-30.1,18.3,6.68,1.6230000000000002,6.9879999999999995,0.0
4.22,0.5199999999999996,9.556000000000001,-0.29600000000000004,1.445,-0.013999999999999999,0.006999999999999999,0.008,-18.4,-30.5,17.9,5.28,0.992,6.361000000000001,0.0
4.24,0.54,9.638,-0.242,1.4140000000000001,-0.027000000000000003,0.013999999999999999,0.012,-19.2,-30.1,19.2,6.697,2.8810000000000002,8.374,0.0
4.26,0.5599999999999996,9.6,-0.2,1.374,-0.037000000000000005,0.021,0.012,-17.4,-31.1,19.0,6.787000000000001,2.138,8.012,0.0
4.28,0.5800000000000001,9.545,-0.248,1.4709999999999999,-0.033,0.03,0.006,-19.2,-31.1,18.4,7.176,2.7439999999999998,6.9110000000000005,0.0
4.3,0.5999999999999996,9.626,-0.22,1.5290000000000001,-0.033,0.021,0.002,-18.2,-30.6,19.5,5.071000000000001,2.201,7.08,0.0
4.32,0.6200000000000001,9.603,-0.24600000000000002,1.361,-0.033,0.016,0.013999999999999999,-19.0,-30.5,19.4,5.9239999999999995,1.913,7.47,0.0
4.34,0.6399999999999997,9.53,-0.235,1.3659999999999999,-0.035,0.033,0.012,-18.7,-33.0,19.4,8.611,2.873,6.5329999999999995,0.0
4.36,0.6600000000000001,9.562000000000001,-0.28300000000000003,1.42,-0.035,0.023,0.006999999999999999,-17.9,-31.1,18.2,6.652,1.891,9.089,0.0
4.38,0.6799999999999997,9.606,-0.31,1.3780000000000001,-0.027999999999999997,0.021,0.006999999999999999,-18.0,-30.7,18.2,5.691,2.254,8.472999999999999,0.0
4.4,0.7000000000000002,9.557,-0.307,1.367,-0.044000000000000004,0.032,-0.005,-18.9,-31.2,18.9,5.949,3.3489999999999998,6.1979999999999995,0.0
4.42,0.7199999999999998,9.605,-0.27,1.4380000000000002,-0.052000000000000005,0.036000000000000004,0.001,-17.3,-30.9,19.6,4.784,2.698,6.777,0.0
4.44,0.7400000000000002,9.58,-0.265,1.44,-0.055,0.038,0.012,-17.7,-30.9,18.9,8.352,3.569,7.2620000000000005,0.0
4.46,0.7599999999999998,9.632,-0.28600000000000003,1.4709999999999999,-0.044000000000000004,0.027999999999999997,0.01,-17.9,-30.1,18.8,5.7989999999999995,1.435,8.49,0.0
4.48,0.7800000000000002,9.485,-0.27899999999999997,1.4809999999999999,-0.024,0.027000000000000003,0.001,-16.6,-32.4,17.7,8.611,1.9240000000000002,9.883,0.0
4.5,0.7999999999999998,9.577,-0.361,1.5219999999999998,-0.017,0.027999999999999997,0.006,-18.9,-31.0,18.5,7.602,0.10400000000000001,5.871,0.0
4.52,0.8199999999999994,9.631,-0.299,1.4080000000000001,-0.015,0.012,0.006,-18.3,-30.1,19.1,7.654,1.068,8.722000000000001,0.0
4.54,0.8399999999999999,9.626,-0.319,1.347,-0.023,0.023,0.013999999999999999,-17.9,-31.3,17.8,7.4239999999999995,3.5789999999999997,10.577,0.0
4.56,0.8599999999999994,9.591000000000001,-0.31,1.385,-0.019,0.022000000000000002,0.005,-18.6,-31.4,19.6,8.039,4.5969999999999995,8.809,0.0
4.58,0.8799999999999999,9.662,-0.308,1.412,0.02,0.021,-0.003,-19.5,-30.2,18.9,6.61,4.131,6.784,0.0
4.6,0.8999999999999995,9.62,-0.228,1.442,-0.001,0.035,-0.006,-17.0,-31.1,18.6,6.517,1.499,9.026,0.0
4.62,0.9199999999999999,9.639,-0.195,1.463,0.016,0.038,-0.013999999999999999,-18.6,-31.0,19.1,7.815,2.8739999999999997,10.038,0.0
4.64,0.9399999999999995,9.54,-0.28800000000000003,1.431,0.036000000000000004,0.039,-0.016,-17.3,-31.8,19.7,5.693,0.142,7.176,0.0
4.66,0.96,9.568999999999999,-0.23800000000000002,1.429,0.035,0.054000000000000006,-0.02,-18.0,-30.5,18.5,7.541,1.548,6.471,0.0
4.68,0.9799999999999995,9.552,-0.212,1.368,0.003,0.059000000000000004,-0.021,-16.9,-32.2,18.4,6.5360000000000005,3.827,7.426,0.0
4.7,1.0,9.627,-0.20199999999999999,1.301,0.049,0.083,-0.033,-18.5,-31.2,18.3,6.697,4.396,9.112,1.0
4.72,1.0199999999999996,9.607000000000001,-0.23399999999999999,1.454,0.086,0.096,-0.063,-18.7,-31.2,20.7,5.537999999999999,1.4809999999999999,5.925,1.0
4.74,1.04,9.7,-0.087,1.2890000000000001,0.11199999999999999,0.125,-0.067,-18.2,-31.2,18.2,7.4,1.618,7.1339999999999995,1.0
4.76,1.0599999999999996,9.791,-0.09,1.431,0.091,0.179,-0.059000000000000004,-19.0,-31.2,18.2,6.377000000000001,2.075,5.892,1.0
4.78,1.08,9.754,0.044000000000000004,1.203,0.085,0.20199999999999999,-0.057999999999999996,-17.3,-31.5,18.0,8.526,4.784,8.111,1.0
4.8,1.0999999999999996,9.737,0.14300000000000002,1.35,0.10400000000000001,0.205,-0.063,-16.5,-32.7,18.7,7.307,2.029,8.101,1.0
4.82,1.12,9.658999999999999,0.275,1.159,0.081,0.182,-0.032,-18.2,-32.0,19.7,7.401,3.6830000000000003,7.148,1.0
4.84,1.1399999999999997,9.661,0.39799999999999996,1.013,0.027000000000000003,0.22399999999999998,0.006,-18.2,-30.8,18.3,5.829,3.437,7.441,1.0
4.86,1.1600000000000001,9.713,0.484,1.189,-0.018000000000000002,0.247,0.016,-18.0,-31.0,17.3,6.794,2.773,8.417,1.0
4.88,1.1799999999999997,9.623,0.68,1.124,-0.078,0.25,0.017,-18.1,-30.1,18.5,6.5120000000000005,3.6710000000000003,7.468999999999999,1.0
4.9,1.2000000000000002,9.641,0.645,1.291,-0.131,0.258,0.028999999999999998,-17.9,-30.8,18.0,5.417999999999999,2.059,8.277999999999999,1.0
4.92,1.2199999999999998,9.496,0.726,1.443,-0.168,0.23,0.019,-17.0,-31.5,18.6,6.641,4.23,9.089,1.0
4.94,1.2400000000000002,9.463,0.853,1.619,-0.165,0.20800000000000002,-0.01,-16.7,-31.8,18.4,5.859,4.902,7.66,1.0
4.96,1.2599999999999998,9.283999999999999,0.652,1.653,-0.15,0.16,-0.037000000000000005,-16.9,-31.5,18.0,7.495,3.699,8.387,1.0
4.98,1.2800000000000002,9.387,0.46299999999999997,1.8259999999999998,-0.10400000000000001,0.127,-0.057999999999999996,-16.3,-31.6,18.4,6.697,3.435,5.2620000000000005,1.0
5.0,1.2999999999999998,9.146,0.491,1.901,-0.12300000000000001,0.077,-0.065,-16.1,-31.8,17.3,6.473,1.74,8.712,1.0
5.02,1.3199999999999994,9.212,0.28300000000000003,1.864,-0.10300000000000001,0.04,-0.057,-16.7,-32.3,17.2,4.203,2.307,7.739,1.0
5.04,1.3399999999999999,9.243,0.19899999999999998,1.805,-0.111,0.022000000000000002,-0.028999999999999998,-17.6,-31.6,17.8,7.961,3.502,7.79,1.0
5.06,1.3599999999999994,9.227,0.07200000000000001,2.003,-0.168,0.021,0.019,-16.9,-31.6,17.5,5.757000000000001,0.11599999999999999,8.545,1.0
5.08,1.38,9.179,0.045,2.009,-0.25,0.013000000000000001,0.062,-17.1,-31.2,17.9,6.577000000000001,2.505,7.055,1.0
5.1,1.3999999999999995,9.451,0.073,1.913,-0.379,0.066,0.077,-18.0,-31.5,18.3,5.446000000000001,1.435,8.022,1.0
5.12,1.42,9.471,-0.17800000000000002,2.1519999999999997,-0.504,0.114,0.107,-16.5,-30.6,18.1,5.513999999999999,2.3080000000000003,7.7379999999999995,1.0
5.14,1.4399999999999995,9.603,-0.257,1.976,-0.555,0.161,0.061,-16.7,-29.7,16.9,7.069,2.9760000000000004,9.567,1.0
5.16,1.46,9.935,-0.452,1.893,-0.578,0.23399999999999999,0.031,-17.4,-30.8,17.0,9.003,3.0660000000000003,8.991,1.0
5.18,1.4799999999999995,10.583,-0.49700000000000005,1.7080000000000002,-0.575,0.312,-0.011000000000000001,-16.6,-30.0,17.4,6.042999999999999,2.568,8.636000000000001,1.0
5.2,1.5,9.997,-0.862,1.4509999999999998,-0.556,0.29100000000000004,-0.027000000000000003,-16.7,-30.5,16.2,4.798,0.943,8.597000000000001,1.0
5.22,1.5199999999999996,9.642000000000001,-1.137,0.754,-0.379,0.244,-0.06,-15.2,-29.7,14.8,5.754,1.0659999999999998,5.74,1.0
5.24,1.54,10.042,-1.319,0.389,-0.222,0.345,-0.040999999999999995,-16.5,-29.5,17.5,6.479,0.78,4.825,1.0
5.26,1.5599999999999996,10.284,-1.195,1.034,-0.293,0.379,0.084,-16.9,-30.0,16.0,7.257000000000001,2.392,8.051,1.0
5.28,1.58,10.154,-0.63,1.1420000000000001,-0.424,0.302,0.242,-16.1,-30.5,15.5,6.92,1.6569999999999998,9.0,1.0
5.3,1.5999999999999996,9.687000000000001,-0.795,1.02,-0.42200000000000004,0.24100000000000002,0.359,-16.7,-28.8,15.2,5.84,1.913,8.511000000000001,1.0
5.32,1.62,9.372,-1.245,0.963,-0.414,0.187,0.392,-16.1,-28.7,14.9,7.686,2.307,4.655,1.0
5.34,1.6399999999999997,9.017000000000001,-1.41,0.878,-0.376,0.152,0.368,-17.8,-28.0,15.2,5.694,3.255,7.223,1.0
5.36,1.6600000000000001,8.982000000000001,-1.3359999999999999,0.71,-0.297,0.166,0.32899999999999996,-16.7,-28.3,14.7,4.784,1.0590000000000002,8.007,1.0
5.38,1.6799999999999997,9.167,-1.319,0.7909999999999999,-0.175,0.184,0.25,-18.1,-29.5,13.4,5.0,0.9570000000000001,6.697,1.0
5.4,1.7000000000000002,9.096,-0.9420000000000001,0.61,-0.222,0.131,0.154,-17.1,-27.8,14.7,6.223,0.799,7.496,1.0
5.42,1.7199999999999998,9.024,-0.855,0.439,-0.138,0.203,0.076,-16.9,-28.4,15.5,5.088,0.0,6.335,1.0
5.44,1.7400000000000002,9.118,-0.9840000000000001,0.66,-0.09,0.271,0.001,-16.9,-28.2,14.3,5.935,0.5670000000000001,6.697,1.0
5.46,1.7599999999999998,9.138,-1.165,0.6859999999999999,-0.099,0.271,-0.025,-17.6,-28.2,15.8,5.155,1.992,8.504,1.0
5.48,1.7800000000000002,9.121,-1.178,0.71,-0.063,0.23,-0.024,-16.7,-28.2,15.0,8.573,1.4069999999999998,7.166,1.0
5.5,1.7999999999999998,9.057,-1.18,0.6,-0.045,0.188,-0.011000000000000001,-17.2,-26.6,13.9,6.124,0.574,7.303,1.0
5.52,1.8199999999999994,9.341000000000001,-1.175,0.6759999999999999,0.09,0.18100000000000002,0.005,-17.4,-27.8,14.0,4.997,0.794,6.535,1.0
5.54,1.8399999999999999,9.661,-1.21,0.58,0.128,0.174,0.027999999999999997,-18.3,-29.0,14.2,5.167000000000001,0.69,7.902,1.0
5.56,1.8599999999999994,9.984,-1.365,1.031,0.127,0.175,0.053,-17.4,-27.3,14.1,6.697,2.271,7.831,1.0
5.58,1.88,9.597999999999999,-1.6,1.3980000000000001,0.009000000000000001,-0.040999999999999995,0.064,-17.4,-28.4,14.3,5.74,1.238,7.851,1.0
5.6,1.8999999999999995,9.059,-2.0469999999999997,0.535,0.059000000000000004,-0.037000000000000005,0.065,-16.8,-29.4,13.2,6.651,1.296,7.32,1.0
5.62,1.92,9.572000000000001,-2.231,0.43200000000000005,0.158,0.04,0.13699999999999998,-17.3,-28.2,14.8,6.697,1.4069999999999998,6.704,1.0
5.64,1.9399999999999995,11.058,-1.835,2.137,0.26,-0.018000000000000002,0.267,-18.8,-27.5,14.5,9.047,0.6970000000000001,9.396,1.0
5.66,1.96,11.657,-1.171,2.485,0.321,-0.049,0.45899999999999996,-19.3,-27.6,14.5,8.555,1.056,8.344,1.0
5.68,1.9799999999999995,11.298,-1.635,2.145,0.024,-0.011000000000000001,0.41600000000000004,-19.2,-28.4,14.3,10.004,1.212,10.300999999999998,1.0
5.7,2.0,11.690999999999999,-1.6969999999999998,2.5980000000000003,0.011000000000000001,-0.136,0.251,-19.1,-28.4,14.8,7.968,0.251,8.321,1.0
5.72,2.0199999999999996,11.415,-1.546,2.803,-0.174,-0.263,0.265,-19.5,-28.0,13.8,7.5329999999999995,0.4,8.453,1.0
5.74,2.04,10.936,-1.7819999999999998,2.591,0.18100000000000002,-0.368,0.16899999999999998,-19.1,-28.9,14.8,7.352,0.23,7.317,1.0
5.76,2.0599999999999996,10.115,-2.283,2.779,0.7559999999999999,-0.434,-0.156,-20.6,-29.3,15.9,7.64,0.0,10.505999999999998,1.0
5.78,2.08,9.763,-2.6430000000000002,3.127,1.09,-0.447,-0.46299999999999997,-19.2,-28.9,15.0,5.527,-0.8240000000000001,8.957,1.0
5.8,2.0999999999999996,8.98,-2.15,3.238,0.758,-0.502,-0.52,-21.9,-28.8,16.3,5.801,0.539,10.524000000000001,1.0
5.82,2.12,7.935,-1.133,3.116,0.475,-0.39399999999999996,-0.324,-20.0,-30.3,16.2,5.669,3.0610000000000004,8.97,1.0
5.84,2.1399999999999997,7.9,0.20199999999999999,3.096,0.147,-0.14400000000000002,-0.14,-20.8,-30.7,17.6,4.458,2.5869999999999997,9.916,1.0
5.86,2.16,8.924,0.835,3.185,-0.003,0.11599999999999999,0.011000000000000001,-20.3,-29.3,17.5,6.622999999999999,3.753,10.78,1.0
5.88,2.1799999999999997,9.545,0.491,3.5839999999999996,-0.033,0.124,0.016,-22.0,-29.8,17.1,6.34,3.67,10.203,1.0
5.9,2.2,9.283,0.136,3.429,0.044000000000000004,0.064,-0.11900000000000001,-22.3,-30.8,17.3,8.593,5.249,10.52,1.0
5.92,2.2199999999999998,8.706,0.15,3.2230000000000003,0.21100000000000002,0.001,-0.326,-20.7,-29.9,17.2,6.636,3.9010000000000002,10.524000000000001,1.0
5.94,2.24,8.44,0.259,3.071,0.359,-0.002,-0.46299999999999997,-21.1,-30.7,16.5,5.468999999999999,2.5980000000000003,9.165,1.0
5.96,2.26,8.532,0.2,2.795,0.349,-0.023,-0.532,-21.3,-31.0,16.8,4.375,1.165,10.324000000000002,1.0
5.98,2.2800000000000002,8.844,0.151,2.565,0.17800000000000002,-0.079,-0.547,-22.0,-30.1,17.7,5.195,3.4160000000000004,8.677999999999999,1.0
6.0,2.3,8.782,0.242,2.27,0.025,-0.12300000000000001,-0.54,-21.7,-31.5,18.5,5.401,3.075,7.037000000000001,1.0
6.02,2.3199999999999994,8.837,0.25,1.7109999999999999,-0.115,-0.067,-0.473,-21.3,-31.9,18.6,6.15,6.832999999999999,8.543,1.0
6.04,2.34,8.721,0.599,1.495,-0.253,-0.036000000000000004,-0.355,-21.6,-31.9,17.1,5.263,0.958,5.742000000000001,1.0
6.06,2.3599999999999994,8.681000000000001,0.907,1.411,-0.371,0.035,-0.253,-22.1,-31.2,17.7,6.422999999999999,2.6630000000000003,7.995,1.0
6.08,2.38,8.617,0.8540000000000001,1.334,-0.32799999999999996,0.045,-0.22,-22.6,-32.1,18.0,4.516,2.468,6.353,1.0
