time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
3.14,4.440892098500626e-16,8.36,0.35700000000000004,5.029,-0.005,0.023,0.013000000000000001,-18.6,-36.4,13.1,7.527,4.235,13.352,0.0
3.16,0.020000000000000462,8.339,0.36700000000000005,4.995,-0.005,0.011000000000000001,0.003,-19.7,-36.1,13.5,4.909,1.81,12.998,0.0
3.18,0.04000000000000048,8.321,0.33899999999999997,5.064,-0.049,0.005,0.006,-17.9,-35.2,12.2,4.305,3.448,11.217,0.0
3.2,0.0600000000000005,8.384,0.316,5.061,-0.051,0.012,0.006,-19.3,-35.4,13.0,3.978,2.7689999999999997,12.185,0.0
3.22,0.08000000000000052,8.322000000000001,0.35700000000000004,5.047,-0.02,0.012,-0.001,-18.0,-36.0,12.9,4.88,2.9339999999999997,10.715,0.0
3.24,0.10000000000000053,8.317,0.359,5.046,-0.003,0.012,0.004,-18.1,-36.3,12.3,3.7539999999999996,2.522,12.495,0.0
3.26,0.1200000000000001,8.314,0.382,5.025,-0.0,0.01,-0.01,-19.9,-35.3,12.7,5.604,5.604,10.113,0.0
3.28,0.14000000000000012,8.32,0.467,5.001,-0.025,-0.023,-0.003,-18.7,-36.3,13.1,5.74,4.303,13.852,0.0
3.3,0.16000000000000014,8.425,0.441,5.004,-0.05,-0.006999999999999999,0.013000000000000001,-19.3,-36.5,12.5,6.218999999999999,2.924,10.187000000000001,0.0
3.32,0.18000000000000016,8.441,0.34,5.064,-0.035,0.028999999999999998,0.025,-18.4,-36.6,13.2,4.95,2.2769999999999997,10.327,0.0
3.34,0.20000000000000018,8.46,0.364,5.114,-0.018000000000000002,0.03,0.022000000000000002,-18.2,-36.5,12.1,5.135,3.6510000000000002,12.262,0.0
3.36,0.2200000000000002,8.316,0.38,4.981,-0.016,0.009000000000000001,0.017,-18.9,-35.5,12.5,5.982,1.676,12.523,0.0
3.38,0.2400000000000002,8.371,0.373,4.923,-0.028999999999999998,0.021,0.019,-17.4,-35.7,12.2,6.257999999999999,3.247,11.284,0.0
3.4,0.26000000000000023,8.362,0.414,5.033,-0.026000000000000002,0.035,0.011000000000000001,-19.0,-36.0,13.1,6.1,3.109,10.763,0.0
3.42,0.28000000000000025,8.342,0.40700000000000003,4.913,-0.006,0.011000000000000001,0.009000000000000001,-19.4,-36.2,13.1,5.242999999999999,6.638999999999999,10.046,0.0
3.44,0.30000000000000027,8.338,0.341,5.033,-0.018000000000000002,0.015,0.013000000000000001,-18.5,-36.8,13.6,5.899,4.305,10.679,0.0
3.46,0.3200000000000003,8.385,0.381,5.03,-0.034,0.027999999999999997,0.013000000000000001,-19.1,-35.5,12.6,4.732,3.53,11.067,0.0
3.48,0.3400000000000003,8.342,0.304,5.03,-0.032,0.027999999999999997,0.006999999999999999,-18.5,-35.8,11.7,8.007,4.909,14.578,0.0
3.5,0.3600000000000003,8.365,0.373,5.041,-0.011000000000000001,0.027999999999999997,-0.002,-17.7,-37.2,13.3,4.5,1.629,12.243,0.0
3.52,0.38000000000000034,8.341000000000001,0.37799999999999995,5.004,-0.015,0.012,0.005,-17.6,-36.8,12.7,5.02,4.069,10.772,0.0
3.54,0.40000000000000036,8.363999999999999,0.373,4.981,-0.028999999999999998,0.013000000000000001,0.011000000000000001,-18.3,-35.0,13.5,5.947,4.202,10.767000000000001,0.0
