time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
13.68,0.0,7.688,0.466,6.045,0.013000000000000001,0.017,-0.005,-65.7,-40.5,-38.2,11.299000000000001,5.638,16.834,0.0
13.7,0.019999999999999574,7.767,0.502,6.011,0.01,0.013999999999999999,-0.003,-65.9,-41.4,-39.5,11.565,6.1339999999999995,18.136,0.0
13.72,0.040000000000000924,7.845,0.5429999999999999,6.022,0.008,0.016,-0.008,-66.0,-40.1,-40.4,12.238,3.7489999999999997,17.7,0.0
13.74,0.0600000000000005,7.852,0.523,6.013999999999999,0.01,0.013000000000000001,-0.006999999999999999,-64.8,-40.8,-40.5,12.700999999999999,6.447,17.186,0.0
13.76,0.08000000000000007,7.831,0.525,6.015,0.011000000000000001,0.013000000000000001,-0.008,-65.7,-40.0,-39.2,10.948,2.6639999999999997,17.906,0.0
13.78,0.09999999999999964,7.855,0.489,5.9670000000000005,0.009000000000000001,0.012,-0.001,-65.3,-40.0,-39.0,12.681,6.072,17.847,0.0
13.8,0.120000000000001,7.8420000000000005,0.574,6.037999999999999,0.01,0.015,0.001,-65.3,-38.9,-40.7,11.638,5.2620000000000005,18.817,0.0
13.82,0.14000000000000057,7.86,0.54,6.007000000000001,0.004,0.015,-0.005,-65.5,-39.9,-39.0,10.524000000000001,5.626,18.565,0.0
13.84,0.16000000000000014,7.827999999999999,0.544,6.002000000000001,0.006,0.015,0.001,-66.0,-39.7,-38.5,11.74,4.564,16.563,0.0
13.86,0.17999999999999972,7.861000000000001,0.494,5.99,0.011000000000000001,0.019,-0.006,-66.4,-40.3,-39.8,12.437999999999999,4.784,17.733,0.0
13.88,0.20000000000000107,7.84,0.48200000000000004,6.022,0.005,0.021,-0.001,-66.1,-40.6,-39.2,10.297,4.808,17.675,0.0
13.9,0.22000000000000064,7.824,0.483,5.9879999999999995,0.008,0.02,0.0,-65.1,-40.8,-39.9,11.489,3.8110000000000004,17.724,0.0
13.92,0.2400000000000002,7.819,0.52,5.985,0.006,0.022000000000000002,0.0,-66.1,-39.3,-40.7,11.967,3.091,18.899,0.0
13.94,0.2599999999999998,7.905,0.506,5.935,0.012,0.025,0.001,-65.4,-40.7,-39.1,12.436,3.826,18.178,0.0
13.96,0.28000000000000114,7.854,0.535,6.015,0.006999999999999999,0.027999999999999997,-0.004,-65.3,-40.8,-40.2,11.677,5.252000000000001,17.456,0.0
13.98,0.3000000000000007,7.811,0.518,6.017,0.02,0.027999999999999997,-0.003,-66.1,-40.5,-39.8,11.932,5.686,18.195999999999998,0.0
14.0,0.3200000000000003,7.81,0.479,5.978,0.023,0.028999999999999998,0.006999999999999999,-65.5,-40.1,-39.7,12.663,5.2620000000000005,18.205,0.0
14.02,0.33999999999999986,7.795,0.47,6.032,0.011000000000000001,0.017,0.011000000000000001,-66.0,-40.4,-38.9,12.385,3.827,18.214000000000002,0.0
14.04,0.35999999999999943,7.809,0.475,5.987,0.011000000000000001,0.016,0.013999999999999999,-65.4,-40.3,-38.7,10.655999999999999,4.828,17.917,0.0
14.06,0.3800000000000008,7.787000000000001,0.429,5.973,0.02,0.017,0.02,-65.3,-39.8,-39.0,10.177,2.497,15.839,0.0
14.08,0.40000000000000036,7.7829999999999995,0.501,6.02,0.016,0.018000000000000002,0.013000000000000001,-65.7,-40.1,-40.3,10.940999999999999,4.367,15.995,0.0
14.1,0.41999999999999993,7.785,0.467,6.018,0.023,0.024,0.006,-64.8,-38.1,-39.3,11.959000000000001,3.08,17.735,0.0
14.12,0.4399999999999995,7.815,0.532,6.047999999999999,0.016,0.018000000000000002,0.006,-65.9,-40.1,-39.4,11.681,4.227,18.657,0.0
14.14,0.46000000000000085,7.8420000000000005,0.47700000000000004,6.071000000000001,0.022000000000000002,0.019,0.001,-65.5,-40.0,-39.5,12.829,4.218,18.57,0.0
14.16,0.4800000000000004,7.867000000000001,0.506,5.982,0.017,0.022000000000000002,0.002,-65.9,-40.0,-39.8,11.959000000000001,4.592,19.23,0.0
14.18,0.5,7.84,0.49700000000000005,6.01,0.018000000000000002,0.011000000000000001,0.006999999999999999,-65.9,-39.1,-38.9,12.062999999999999,5.688,16.691,0.0
14.2,0.5199999999999996,7.8,0.517,6.005,0.022000000000000002,0.012,0.011000000000000001,-66.5,-40.4,-38.9,11.481,4.8260000000000005,16.335,0.0
14.22,0.5400000000000009,7.815,0.469,6.046,0.022000000000000002,0.013000000000000001,0.006999999999999999,-66.5,-39.7,-39.4,11.238,4.359,18.057000000000002,0.0
14.24,0.5600000000000005,7.83,0.522,6.051,0.02,0.006,0.012,-65.7,-40.0,-39.4,11.307,4.958,17.874000000000002,0.0
