time_s,time_new,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,highg_ax_m/s/s,highg_ay_m/s/s,highg_az_m/s/s,condition
3.88,0.019999999999999574,2.238,9.08,2.617,-0.002,0.011000000000000001,-0.02,25.3,-62.7,29.9,4.63,13.302,10.617,0.0
3.9,0.03999999999999959,2.209,9.078,2.589,-0.002,0.018000000000000002,-0.021,25.4,-61.3,30.6,2.3609999999999998,13.024000000000001,10.493,0.0
3.92,0.05999999999999961,2.177,9.033999999999999,2.501,-0.003,-0.009000000000000001,-0.004,25.1,-63.3,29.9,0.9570000000000001,12.839,10.261,0.0
3.94,0.07999999999999963,2.391,9.135,2.517,0.002,-0.016,-0.009000000000000001,25.4,-61.9,29.0,2.886,12.390999999999998,10.093,0.0
3.96,0.09999999999999964,2.314,9.139,2.533,0.009000000000000001,0.009000000000000001,-0.011000000000000001,26.1,-61.4,30.8,1.807,11.405999999999999,10.28,0.0
3.98,0.11999999999999966,2.279,9.142000000000001,2.552,0.009000000000000001,0.015,-0.006999999999999999,24.8,-62.4,31.0,3.0410000000000004,14.214,10.865,0.0
4.0,0.13999999999999968,2.244,9.077,2.61,0.004,0.01,-0.002,25.5,-61.8,32.0,2.391,13.392000000000001,11.479000000000001,0.0
4.02,0.15999999999999925,2.346,9.141,2.609,0.005,0.003,0.006,26.1,-61.9,30.9,2.378,11.818,9.554,0.0
4.04,0.17999999999999972,2.165,9.068,2.5639999999999996,-0.006999999999999999,-0.02,0.011000000000000001,25.4,-61.8,30.2,3.18,13.225,11.931,0.0
4.06,0.1999999999999993,2.225,9.193999999999999,2.541,-0.005,-0.032,0.026000000000000002,25.2,-63.0,30.6,2.465,14.350999999999999,10.626,0.0
4.08,0.21999999999999975,2.191,9.064,2.591,-0.008,-0.034,0.027000000000000003,25.7,-62.4,28.9,2.8110000000000004,13.056,11.562000000000001,0.0
4.1,0.23999999999999932,2.222,9.037,2.49,0.0,-0.031,0.021,25.7,-62.5,30.7,2.4659999999999997,13.468,12.88,0.0
