file,window_idx,mean_ax_m/s/s,mean_ay_m/s/s,mean_az_m/s/s,mean_gx_deg/s,mean_gy_deg/s,mean_gz_deg/s,std_ax_m/s/s,std_ay_m/s/s,std_az_m/s/s,std_gx_deg/s,std_gy_deg/s,std_gz_deg/s,sma,dominant_freq_ax_m/s/s,dominant_freq_ay_m/s/s,dominant_freq_az_m/s/s,dominant_freq_gx_deg/s,dominant_freq_gy_deg/s,dominant_freq_gz_deg/s,activity
B011_1585,1,2.4686819561540263,-9.044041231526238,3.713859051633368,0.1258916196910009,-0.5381747820430074,0.2970413348114674,0.1501904499860759,0.23673232504691175,0.2936889095663352,0.15762659216027558,0.2682379860322027,0.09682375666695522,15.226582239313633,4.000000000000085,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B011_1585,2,2.1356816156020506,-8.615927714134095,4.3208570181045385,-0.0955049055211088,-0.38246280476490485,0.29438806753936186,0.44135958538871106,0.7279818787496908,0.7820973194609987,0.2930563073882534,0.39542627896042953,0.12177879188572087,15.072466347840681,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B012_1585,0,2.963636693297645,-9.083480902670036,3.240010789588134,0.06632498824966171,-0.27351073405381754,0.1767719071343455,0.2054227677126194,0.08642712979405397,0.18447687088872355,0.15456208656753312,0.28658998474448477,0.07444158086625427,15.287128385555816,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B012_1585,1,2.5952565769479503,-8.856688753279336,3.624271453372237,0.10600061453894867,-0.5409117843171333,0.27818400551388506,0.3892175305232791,0.7421284936373219,0.46750506921213725,0.27132796677156806,0.441271786621897,0.07902365993200017,15.076216783599525,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,4.000000000000085,walk
B012_1585,2,2.5477895374475956,-8.985716160473824,4.298449402452365,-0.3064240658574004,-0.05029872327216623,0.3790851311745901,0.6308455187484427,1.47024838712476,0.5946624628151903,0.46005466268067013,0.7888671032157033,0.15192556883785935,15.831955100373786,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B013_1585,0,2.9777717388460627,-8.955115156990638,3.4548445319207293,0.02274647610992136,-0.16997835703561331,0.12112019291122142,0.10625658765066842,0.12474250392284869,0.18442559040845471,0.031273134664688756,0.1425601367456837,0.10026977386060934,15.38773142775743,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B013_1585,1,2.9598556016931794,-8.933554523151942,3.5960080202633242,0.1643063407987614,-0.44249432311823467,0.23095813217295408,0.23124172233281884,0.19450745935440458,0.10092536242685843,0.15874691969484317,0.20983919429136771,0.07360234243797324,15.489418145108445,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B013_1585,2,2.62475163141593,-8.800661613443884,3.848800208727489,0.12448873296823681,-0.532706989052475,0.26447779167287794,0.38399840304351723,0.4505942644673831,0.40860725767977746,0.2791775067413215,0.277781887447496,0.08531962303436841,15.2742134535873,4.000000000000085,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B101_1585,0,1.68642452020847,-9.362873888292286,3.3688623811020375,-0.0077172003985382705,-0.010503586317348006,0.028472454773475823,0.06988765753703931,0.053650180311704515,0.2160495189774306,0.095300121750261,0.0645777119211878,0.0314302138720424,14.418160789602789,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B101_1585,1,1.6496375430677004,-9.340034575629142,3.413677409884049,0.015998118147238786,-0.09887365418348233,0.0992294821254471,0.137301494731275,0.13552398977426924,0.19516341620470906,0.10950421480102052,0.12718421101378782,0.12398019586924279,14.403349528580888,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B101_1585,2,1.3895572190073406,-9.240303695276701,3.5163153864064607,0.03380656473449463,-0.3646498298824072,0.2948741167885144,0.34504976328132664,0.29418277938951176,0.3029682124410799,0.10906537312870059,0.2967722116582669,0.1751779987735914,14.146176300690502,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B102_1585,0,1.7396840909177442,-9.193757905918737,3.5264637242728,0.06975882051711264,-0.43542579865365666,0.2801650088629991,0.22441222100209648,0.043662430910561524,0.0532923356808272,0.08417894542069834,0.25545882020731314,0.09547216910977462,14.459905721109278,2.0000000000000426,4.000000000000085,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B102_1585,1,1.6085115319286274,-8.902596429411307,3.9652022085902687,-0.09098014964875216,-0.44180096636682725,0.36264491016260236,0.2408806816545347,0.41434459376944954,0.6182934324268223,0.29131220784121137,0.42154501401792516,0.05862132522344675,14.476310169930205,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,4.000000000000085,walk
B102_1585,2,1.7030027233943417,-9.628820564037854,5.019641300533781,-0.33415863964568515,0.35431761923927046,0.19173579728781526,0.3465834252795024,1.323348955489535,0.7939638744399705,0.29074082947331065,0.9321129908882484,0.2751284887027493,16.351464587965978,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
B103_1585,0,1.5887164960860105,-9.173333321450395,3.790586224977896,-0.08067677213482699,-0.055565203387228534,0.024841574080164287,0.12833120635466552,0.049925316164018914,0.08800971661524284,0.1166640068238554,0.16239968076313643,0.00992904966839705,14.552636042514301,2.0000000000000426,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,4.000000000000085,walk
B103_1585,1,1.6077256754664004,-9.124575198243246,3.7349715521618583,-0.2513046727185411,0.14291608879810302,0.12738374830494875,0.19096562215285873,0.42017379954649176,0.1617119926450788,0.09868468062672066,0.16164742224136672,0.15906378802835577,14.467272425871501,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
